"INDICATOR","HFAMDB_98"

"HFAMDB_98","All causes, number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"ALB","","TOTAL","FEMALE","1987","7690"
"ALB","","TOTAL","FEMALE","1988","7608"
"ALB","","TOTAL","FEMALE","1989","7965"
"ALB","","TOTAL","FEMALE","1992","7297"
"ALB","","TOTAL","FEMALE","1993","7010"
"ALB","","TOTAL","FEMALE","1994","6162"
"ALB","","TOTAL","FEMALE","1995","6747"
"ALB","","TOTAL","FEMALE","1996","6929"
"ALB","","TOTAL","FEMALE","1997","6301"
"ALB","","TOTAL","FEMALE","1998","6820"
"ALB","","TOTAL","FEMALE","1999","6413"
"ALB","","TOTAL","FEMALE","2000","6918"
"ALB","","TOTAL","FEMALE","2001","6427"
"ALB","","TOTAL","FEMALE","2002","7125"
"ALB","","TOTAL","FEMALE","2003","7953"
"ALB","","TOTAL","FEMALE","2004","7799"
"ALB","","TOTAL","FEMALE","2005","7733"
"ALB","","TOTAL","FEMALE","2006","7718"
"ALB","","TOTAL","FEMALE","2007","6448"
"ALB","","TOTAL","FEMALE","2008","7120"
"ALB","","TOTAL","FEMALE","2009","7137"
"AND","","TOTAL","FEMALE","2011","119"
"AND","","TOTAL","FEMALE","2012","135"
"AND","","TOTAL","FEMALE","2013","107"
"AND","","TOTAL","FEMALE","2014","108"
"AND","","TOTAL","FEMALE","2015","132"
"AND","","TOTAL","FEMALE","2016","136"
"AND","","TOTAL","FEMALE","2017","155"
"AND","","TOTAL","FEMALE","2018","157"
"AND","","TOTAL","FEMALE","2019","141"
"AND","","TOTAL","FEMALE","2020","164"
"ARM","","TOTAL","FEMALE","1981","7738"
"ARM","","TOTAL","FEMALE","1982","8225"
"ARM","","TOTAL","FEMALE","1985","9604"
"ARM","","TOTAL","FEMALE","1986","9436"
"ARM","","TOTAL","FEMALE","1987","9638"
"ARM","","TOTAL","FEMALE","1988","18973"
"ARM","","TOTAL","FEMALE","1989","9906"
"ARM","","TOTAL","FEMALE","1990","10079"
"ARM","","TOTAL","FEMALE","1991","10866"
"ARM","","TOTAL","FEMALE","1992","11951"
"ARM","","TOTAL","FEMALE","1993","12775"
"ARM","","TOTAL","FEMALE","1994","11047"
"ARM","","TOTAL","FEMALE","1995","11545"
"ARM","","TOTAL","FEMALE","1996","11735"
"ARM","","TOTAL","FEMALE","1997","11381"
"ARM","","TOTAL","FEMALE","1998","11162"
"ARM","","TOTAL","FEMALE","1999","11752"
"ARM","","TOTAL","FEMALE","2000","11748"
"ARM","","TOTAL","FEMALE","2001","11535"
"ARM","","TOTAL","FEMALE","2002","12461"
"ARM","","TOTAL","FEMALE","2003","12636"
"ARM","","TOTAL","FEMALE","2006","13077"
"ARM","","TOTAL","FEMALE","2007","12914"
"ARM","","TOTAL","FEMALE","2008","13098"
"ARM","","TOTAL","FEMALE","2009","13307"
"ARM","","TOTAL","FEMALE","2010","13328"
"ARM","","TOTAL","FEMALE","2011","13345"
"ARM","","TOTAL","FEMALE","2012","13332"
"ARM","","TOTAL","FEMALE","2013","13367"
"ARM","","TOTAL","FEMALE","2014","13495"
"ARM","","TOTAL","FEMALE","2015","13576"
"ARM","","TOTAL","FEMALE","2016","13690"
"ARM","","TOTAL","FEMALE","2017","13286"
"ARM","","TOTAL","FEMALE","2018","12730"
"ARM","","TOTAL","FEMALE","2019","12802"
"AUT","","TOTAL","FEMALE","1969","49627"
"AUT","","TOTAL","FEMALE","1970","49737"
"AUT","","TOTAL","FEMALE","1971","49462"
"AUT","","TOTAL","FEMALE","1972","48306"
"AUT","","TOTAL","FEMALE","1973","47149"
"AUT","","TOTAL","FEMALE","1974","47983"
"AUT","","TOTAL","FEMALE","1975","49220"
"AUT","","TOTAL","FEMALE","1976","49330"
"AUT","","TOTAL","FEMALE","1977","47880"
"AUT","","TOTAL","FEMALE","1978","48982"
"AUT","","TOTAL","FEMALE","1979","47599"
"AUT","","TOTAL","FEMALE","1980","48303"
"AUT","","TOTAL","FEMALE","1981","48458"
"AUT","","TOTAL","FEMALE","1982","47854"
"AUT","","TOTAL","FEMALE","1983","49096"
"AUT","","TOTAL","FEMALE","1984","46477"
"AUT","","TOTAL","FEMALE","1985","47705"
"AUT","","TOTAL","FEMALE","1986","46705"
"AUT","","TOTAL","FEMALE","1987","45705"
"AUT","","TOTAL","FEMALE","1988","44772"
"AUT","","TOTAL","FEMALE","1989","44661"
"AUT","","TOTAL","FEMALE","1990","44566"
"AUT","","TOTAL","FEMALE","1991","44789"
"AUT","","TOTAL","FEMALE","1992","44654"
"AUT","","TOTAL","FEMALE","1993","44294"
"AUT","","TOTAL","FEMALE","1994","43440"
"AUT","","TOTAL","FEMALE","1995","43531"
"AUT","","TOTAL","FEMALE","1996","43522"
"AUT","","TOTAL","FEMALE","1997","42411"
"AUT","","TOTAL","FEMALE","1998","41957"
"AUT","","TOTAL","FEMALE","1999","42320"
"AUT","","TOTAL","FEMALE","2000","41569"
"AUT","","TOTAL","FEMALE","2001","40267"
"AUT","","TOTAL","FEMALE","2002","40965"
"AUT","","TOTAL","FEMALE","2003","41761"
"AUT","","TOTAL","FEMALE","2004","39676"
"AUT","","TOTAL","FEMALE","2005","40203"
"AUT","","TOTAL","FEMALE","2006","39538"
"AUT","","TOTAL","FEMALE","2007","39647"
"AUT","","TOTAL","FEMALE","2008","39927"
"AUT","","TOTAL","FEMALE","2009","40751"
"AUT","","TOTAL","FEMALE","2010","40507"
"AUT","","TOTAL","FEMALE","2011","39940"
"AUT","","TOTAL","FEMALE","2012","41989"
"AUT","","TOTAL","FEMALE","2013","41568"
"AUT","","TOTAL","FEMALE","2014","40828"
"AUT","","TOTAL","FEMALE","2015","43213"
"AUT","","TOTAL","FEMALE","2016","41647"
"AUT","","TOTAL","FEMALE","2017","43368"
"AUT","","TOTAL","FEMALE","2018","43124"
"AUT","","TOTAL","FEMALE","2019","42612"
"AUT","","TOTAL","FEMALE","2020","46227"
"AZE","","TOTAL","FEMALE","1981","20400"
"AZE","","TOTAL","FEMALE","1982","20449"
"AZE","","TOTAL","FEMALE","1985","21893"
"AZE","","TOTAL","FEMALE","1986","22203"
"AZE","","TOTAL","FEMALE","1987","22188"
"AZE","","TOTAL","FEMALE","1988","22794"
"AZE","","TOTAL","FEMALE","1989","20795"
"AZE","","TOTAL","FEMALE","1990","19822"
"AZE","","TOTAL","FEMALE","1991","20461"
"AZE","","TOTAL","FEMALE","1992","22660"
"AZE","","TOTAL","FEMALE","1993","23467"
"AZE","","TOTAL","FEMALE","1994","23699"
"AZE","","TOTAL","FEMALE","1995","23419"
"AZE","","TOTAL","FEMALE","1996","22223"
"AZE","","TOTAL","FEMALE","1997","21657"
"AZE","","TOTAL","FEMALE","1998","21620"
"AZE","","TOTAL","FEMALE","1999","21976"
"AZE","","TOTAL","FEMALE","2000","22185"
"AZE","","TOTAL","FEMALE","2001","21559"
"AZE","","TOTAL","FEMALE","2002","22121"
"AZE","","TOTAL","FEMALE","2003","23619"
"AZE","","TOTAL","FEMALE","2004","23529"
"AZE","","TOTAL","FEMALE","2007","23922"
"BEL","","TOTAL","FEMALE","1968","56973"
"BEL","","TOTAL","FEMALE","1969","56148"
"BEL","","TOTAL","FEMALE","1970","55782"
"BEL","","TOTAL","FEMALE","1971","56081"
"BEL","","TOTAL","FEMALE","1972","54953"
"BEL","","TOTAL","FEMALE","1973","55648"
"BEL","","TOTAL","FEMALE","1974","55066"
"BEL","","TOTAL","FEMALE","1975","56816"
"BEL","","TOTAL","FEMALE","1976","56349"
"BEL","","TOTAL","FEMALE","1977","53452"
"BEL","","TOTAL","FEMALE","1978","55065"
"BEL","","TOTAL","FEMALE","1979","53205"
"BEL","","TOTAL","FEMALE","1980","54302"
"BEL","","TOTAL","FEMALE","1981","54061"
"BEL","","TOTAL","FEMALE","1982","54400"
"BEL","","TOTAL","FEMALE","1983","56130"
"BEL","","TOTAL","FEMALE","1984","53766"
"BEL","","TOTAL","FEMALE","1985","54188"
"BEL","","TOTAL","FEMALE","1986","55012"
"BEL","","TOTAL","FEMALE","1987","51639"
"BEL","","TOTAL","FEMALE","1988","51187"
"BEL","","TOTAL","FEMALE","1989","53078"
"BEL","","TOTAL","FEMALE","1990","51305"
"BEL","","TOTAL","FEMALE","1991","51565"
"BEL","","TOTAL","FEMALE","1992","51434"
"BEL","","TOTAL","FEMALE","1993","52960"
"BEL","","TOTAL","FEMALE","1994","51526"
"BEL","","TOTAL","FEMALE","1995","51861"
"BEL","","TOTAL","FEMALE","1996","51856"
"BEL","","TOTAL","FEMALE","1997","51912"
"BEL","","TOTAL","FEMALE","1998","52484"
"BEL","","TOTAL","FEMALE","1999","52499"
"BEL","","TOTAL","FEMALE","2000","52571"
"BEL","","TOTAL","FEMALE","2001","51799"
"BEL","","TOTAL","FEMALE","2002","53083"
"BEL","","TOTAL","FEMALE","2003","54126"
"BEL","","TOTAL","FEMALE","2004","50885"
"BEL","","TOTAL","FEMALE","2005","51985"
"BEL","","TOTAL","FEMALE","2006","50527"
"BEL","","TOTAL","FEMALE","2007","51266"
"BEL","","TOTAL","FEMALE","2008","52324"
"BEL","","TOTAL","FEMALE","2009","52460"
"BEL","","TOTAL","FEMALE","2010","53086"
"BEL","","TOTAL","FEMALE","2011","52834"
"BEL","","TOTAL","FEMALE","2012","55246"
"BEL","","TOTAL","FEMALE","2013","55426"
"BEL","","TOTAL","FEMALE","2014","53176"
"BEL","","TOTAL","FEMALE","2015","56910"
"BEL","","TOTAL","FEMALE","2016","54771"
"BEL","","TOTAL","FEMALE","2017","55841"
"BEL","","TOTAL","FEMALE","2018","56601"
"BGR","","TOTAL","FEMALE","1968","33973"
"BGR","","TOTAL","FEMALE","1969","37403"
"BGR","","TOTAL","FEMALE","1970","36045"
"BGR","","TOTAL","FEMALE","1971","38283"
"BGR","","TOTAL","FEMALE","1972","39239"
"BGR","","TOTAL","FEMALE","1973","37753"
"BGR","","TOTAL","FEMALE","1974","39571"
"BGR","","TOTAL","FEMALE","1975","41480"
"BGR","","TOTAL","FEMALE","1976","40609"
"BGR","","TOTAL","FEMALE","1977","43251"
"BGR","","TOTAL","FEMALE","1978","42679"
"BGR","","TOTAL","FEMALE","1979","42949"
"BGR","","TOTAL","FEMALE","1980","44446"
"BGR","","TOTAL","FEMALE","1981","43313"
"BGR","","TOTAL","FEMALE","1982","45516"
"BGR","","TOTAL","FEMALE","1983","45863"
"BGR","","TOTAL","FEMALE","1984","45284"
"BGR","","TOTAL","FEMALE","1985","48140"
"BGR","","TOTAL","FEMALE","1986","46518"
"BGR","","TOTAL","FEMALE","1987","48003"
"BGR","","TOTAL","FEMALE","1988","48230"
"BGR","","TOTAL","FEMALE","1989","47977"
"BGR","","TOTAL","FEMALE","1990","48828"
"BGR","","TOTAL","FEMALE","1991","50457"
"BGR","","TOTAL","FEMALE","1992","48283"
"BGR","","TOTAL","FEMALE","1993","48537"
"BGR","","TOTAL","FEMALE","1994","49577"
"BGR","","TOTAL","FEMALE","1995","51270"
"BGR","","TOTAL","FEMALE","1996","53271"
"BGR","","TOTAL","FEMALE","1997","56021"
"BGR","","TOTAL","FEMALE","1998","53650"
"BGR","","TOTAL","FEMALE","1999","51818"
"BGR","","TOTAL","FEMALE","2000","53567"
"BGR","","TOTAL","FEMALE","2001","52223"
"BGR","","TOTAL","FEMALE","2002","52675"
"BGR","","TOTAL","FEMALE","2003","51935"
"BGR","","TOTAL","FEMALE","2004","50854"
"BGR","","TOTAL","FEMALE","2005","52613"
"BGR","","TOTAL","FEMALE","2006","52935"
"BGR","","TOTAL","FEMALE","2007","53181"
"BGR","","TOTAL","FEMALE","2008","52220"
"BGR","","TOTAL","FEMALE","2009","51219"
"BGR","","TOTAL","FEMALE","2010","52524"
"BGR","","TOTAL","FEMALE","2011","51624"
"BGR","","TOTAL","FEMALE","2012","52579"
"BGR","","TOTAL","FEMALE","2013","49518"
"BGR","","TOTAL","FEMALE","2014","52322"
"BGR","","TOTAL","FEMALE","2015","53077"
"BGR","","TOTAL","FEMALE","2016","51458"
"BGR","","TOTAL","FEMALE","2017","53010"
"BGR","","TOTAL","FEMALE","2018","52159"
"BGR","","TOTAL","FEMALE","2019","51965"
"BIH","","TOTAL","FEMALE","1985","13503"
"BIH","","TOTAL","FEMALE","1986","13649"
"BIH","","TOTAL","FEMALE","1987","13748"
"BIH","","TOTAL","FEMALE","1988","13540"
"BIH","","TOTAL","FEMALE","1989","14200"
"BIH","","TOTAL","FEMALE","1990","13281"
"BIH","","TOTAL","FEMALE","1991","13670"
"BIH","","TOTAL","FEMALE","2011","17063"
"BIH","","TOTAL","FEMALE","2014","17620"
"BIH","","TOTAL","FEMALE","2016","18029"
"BLR","","TOTAL","FEMALE","1981","46310"
"BLR","","TOTAL","FEMALE","1982","46994"
"BLR","","TOTAL","FEMALE","1985","54768"
"BLR","","TOTAL","FEMALE","1986","50999"
"BLR","","TOTAL","FEMALE","1987","52603"
"BLR","","TOTAL","FEMALE","1988","53613"
"BLR","","TOTAL","FEMALE","1989","52553"
"BLR","","TOTAL","FEMALE","1990","56129"
"BLR","","TOTAL","FEMALE","1991","58256"
"BLR","","TOTAL","FEMALE","1992","58298"
"BLR","","TOTAL","FEMALE","1993","63719"
"BLR","","TOTAL","FEMALE","1994","64228"
"BLR","","TOTAL","FEMALE","1995","64995"
"BLR","","TOTAL","FEMALE","1996","75154"
"BLR","","TOTAL","FEMALE","1997","66048"
"BLR","","TOTAL","FEMALE","1998","65682"
"BLR","","TOTAL","FEMALE","1999","68133"
"BLR","","TOTAL","FEMALE","2000","64665"
"BLR","","TOTAL","FEMALE","2001","66650"
"BLR","","TOTAL","FEMALE","2002","69075"
"BLR","","TOTAL","FEMALE","2003","67180"
"BLR","","TOTAL","FEMALE","2004","65971"
"BLR","","TOTAL","FEMALE","2005","66304"
"BLR","","TOTAL","FEMALE","2007","63295"
"BLR","","TOTAL","FEMALE","2008","63466"
"BLR","","TOTAL","FEMALE","2009","64532"
"BLR","","TOTAL","FEMALE","2010","65343"
"BLR","","TOTAL","FEMALE","2011","63741"
"BLR","","TOTAL","FEMALE","2013","62314"
"BLR","","TOTAL","FEMALE","2014","60268"
"BLR","","TOTAL","FEMALE","2018","60223"
"CHE","","TOTAL","FEMALE","1969","27555"
"CHE","","TOTAL","FEMALE","1970","27137"
"CHE","","TOTAL","FEMALE","1971","27513"
"CHE","","TOTAL","FEMALE","1972","26802"
"CHE","","TOTAL","FEMALE","1973","27273"
"CHE","","TOTAL","FEMALE","1974","26578"
"CHE","","TOTAL","FEMALE","1975","26235"
"CHE","","TOTAL","FEMALE","1976","26901"
"CHE","","TOTAL","FEMALE","1977","26079"
"CHE","","TOTAL","FEMALE","1978","27188"
"CHE","","TOTAL","FEMALE","1979","27311"
"CHE","","TOTAL","FEMALE","1980","28250"
"CHE","","TOTAL","FEMALE","1981","28563"
"CHE","","TOTAL","FEMALE","1982","28454"
"CHE","","TOTAL","FEMALE","1983","29138"
"CHE","","TOTAL","FEMALE","1984","28146"
"CHE","","TOTAL","FEMALE","1985","28649"
"CHE","","TOTAL","FEMALE","1986","29225"
"CHE","","TOTAL","FEMALE","1987","28771"
"CHE","","TOTAL","FEMALE","1988","29365"
"CHE","","TOTAL","FEMALE","1989","29533"
"CHE","","TOTAL","FEMALE","1990","31247"
"CHE","","TOTAL","FEMALE","1991","30558"
"CHE","","TOTAL","FEMALE","1992","30632"
"CHE","","TOTAL","FEMALE","1993","30972"
"CHE","","TOTAL","FEMALE","1994","30759"
"CHE","","TOTAL","FEMALE","1995","31767"
"CHE","","TOTAL","FEMALE","1996","31869"
"CHE","","TOTAL","FEMALE","1997","32200"
"CHE","","TOTAL","FEMALE","1998","31551"
"CHE","","TOTAL","FEMALE","1999","32069"
"CHE","","TOTAL","FEMALE","2000","32134"
"CHE","","TOTAL","FEMALE","2001","31362"
"CHE","","TOTAL","FEMALE","2002","32041"
"CHE","","TOTAL","FEMALE","2003","32785"
"CHE","","TOTAL","FEMALE","2004","31189"
"CHE","","TOTAL","FEMALE","2005","31416"
"CHE","","TOTAL","FEMALE","2006","31071"
"CHE","","TOTAL","FEMALE","2007","31545"
"CHE","","TOTAL","FEMALE","2008","31759"
"CHE","","TOTAL","FEMALE","2009","32419"
"CHE","","TOTAL","FEMALE","2010","32366"
"CHE","","TOTAL","FEMALE","2011","31997"
"CHE","","TOTAL","FEMALE","2012","33476"
"CHE","","TOTAL","FEMALE","2013","33704"
"CHE","","TOTAL","FEMALE","2015","34960"
"CHE","","TOTAL","FEMALE","2016","33681"
"CHE","","TOTAL","FEMALE","2017","34565"
"CHE","","TOTAL","FEMALE","2018","34692"
"CYP","","TOTAL","FEMALE","1999","2472"
"CYP","","TOTAL","FEMALE","2000","2514"
"CYP","","TOTAL","FEMALE","2001","2262"
"CYP","","TOTAL","FEMALE","2002","2416"
"CYP","","TOTAL","FEMALE","2003","2436"
"CYP","","TOTAL","FEMALE","2004","2400"
"CYP","","TOTAL","FEMALE","2005","2592"
"CYP","","TOTAL","FEMALE","2006","2504"
"CYP","","TOTAL","FEMALE","2007","2567"
"CYP","","TOTAL","FEMALE","2008","2455"
"CYP","","TOTAL","FEMALE","2009","2402"
"CYP","","TOTAL","FEMALE","2010","2372"
"CYP","","TOTAL","FEMALE","2011","2576"
"CYP","","TOTAL","FEMALE","2012","2632"
"CYP","","TOTAL","FEMALE","2013","2384"
"CYP","","TOTAL","FEMALE","2014","2622"
"CYP","","TOTAL","FEMALE","2015","2850"
"CYP","","TOTAL","FEMALE","2016","2575"
"CYP","","TOTAL","FEMALE","2017","2914"
"CYP","","TOTAL","FEMALE","2018","2806"
"CZE","","TOTAL","FEMALE","1986","65831"
"CZE","","TOTAL","FEMALE","1987","62840"
"CZE","","TOTAL","FEMALE","1988","62006"
"CZE","","TOTAL","FEMALE","1989","63351"
"CZE","","TOTAL","FEMALE","1990","62698"
"CZE","","TOTAL","FEMALE","1991","60948"
"CZE","","TOTAL","FEMALE","1992","58570"
"CZE","","TOTAL","FEMALE","1993","59005"
"CZE","","TOTAL","FEMALE","1994","58764"
"CZE","","TOTAL","FEMALE","1995","58988"
"CZE","","TOTAL","FEMALE","1996","56073"
"CZE","","TOTAL","FEMALE","1997","56052"
"CZE","","TOTAL","FEMALE","1998","54388"
"CZE","","TOTAL","FEMALE","1999","54923"
"CZE","","TOTAL","FEMALE","2000","54119"
"CZE","","TOTAL","FEMALE","2001","53983"
"CZE","","TOTAL","FEMALE","2002","53866"
"CZE","","TOTAL","FEMALE","2003","55408"
"CZE","","TOTAL","FEMALE","2004","52987"
"CZE","","TOTAL","FEMALE","2005","53866"
"CZE","","TOTAL","FEMALE","2006","51735"
"CZE","","TOTAL","FEMALE","2007","51917"
"CZE","","TOTAL","FEMALE","2008","51872"
"CZE","","TOTAL","FEMALE","2009","53341"
"CZE","","TOTAL","FEMALE","2010","52694"
"CZE","","TOTAL","FEMALE","2011","52707"
"CZE","","TOTAL","FEMALE","2012","53639"
"CZE","","TOTAL","FEMALE","2013","54062"
"CZE","","TOTAL","FEMALE","2014","51925"
"CZE","","TOTAL","FEMALE","2015","55239"
"CZE","","TOTAL","FEMALE","2016","52870"
"CZE","","TOTAL","FEMALE","2017","55001"
"CZE","","TOTAL","FEMALE","2018","55647"
"CZE","","TOTAL","FEMALE","2019","55023"
"CZE","","TOTAL","FEMALE","2020","62690"
"DEU","","TOTAL","FEMALE","1990","496352"
"DEU","","TOTAL","FEMALE","1991","489427"
"DEU","","TOTAL","FEMALE","1992","474860"
"DEU","","TOTAL","FEMALE","1993","481396"
"DEU","","TOTAL","FEMALE","1994","475286"
"DEU","","TOTAL","FEMALE","1995","473925"
"DEU","","TOTAL","FEMALE","1996","474761"
"DEU","","TOTAL","FEMALE","1997","462072"
"DEU","","TOTAL","FEMALE","1998","458935"
"DEU","","TOTAL","FEMALE","1999","455588"
"DEU","","TOTAL","FEMALE","2000","449816"
"DEU","","TOTAL","FEMALE","2001","444654"
"DEU","","TOTAL","FEMALE","2002","452570"
"DEU","","TOTAL","FEMALE","2003","457676"
"DEU","","TOTAL","FEMALE","2004","434883"
"DEU","","TOTAL","FEMALE","2005","441673"
"DEU","","TOTAL","FEMALE","2006","435687"
"DEU","","TOTAL","FEMALE","2007","436016"
"DEU","","TOTAL","FEMALE","2008","446788"
"DEU","","TOTAL","FEMALE","2009","449575"
"DEU","","TOTAL","FEMALE","2010","449746"
"DEU","","TOTAL","FEMALE","2011","444700"
"DEU","","TOTAL","FEMALE","2012","453159"
"DEU","","TOTAL","FEMALE","2013","464180"
"DEU","","TOTAL","FEMALE","2014","446133"
"DEU","","TOTAL","FEMALE","2015","475688"
"DEU","","TOTAL","FEMALE","2016","462595"
"DEU","","TOTAL","FEMALE","2017","474507"
"DEU","","TOTAL","FEMALE","2018","484842"
"DEU","","TOTAL","FEMALE","2019","473635"
"DEU","","TOTAL","FEMALE","2020","492775"
"DNK","","TOTAL","FEMALE","1969","21869"
"DNK","","TOTAL","FEMALE","1970","22106"
"DNK","","TOTAL","FEMALE","1971","22021"
"DNK","","TOTAL","FEMALE","1972","22963"
"DNK","","TOTAL","FEMALE","1973","22733"
"DNK","","TOTAL","FEMALE","1974","23215"
"DNK","","TOTAL","FEMALE","1975","23065"
"DNK","","TOTAL","FEMALE","1976","24665"
"DNK","","TOTAL","FEMALE","1977","22879"
"DNK","","TOTAL","FEMALE","1978","24099"
"DNK","","TOTAL","FEMALE","1979","24876"
"DNK","","TOTAL","FEMALE","1980","25746"
"DNK","","TOTAL","FEMALE","1981","25936"
"DNK","","TOTAL","FEMALE","1982","25826"
"DNK","","TOTAL","FEMALE","1983","26755"
"DNK","","TOTAL","FEMALE","1984","26939"
"DNK","","TOTAL","FEMALE","1985","27750"
"DNK","","TOTAL","FEMALE","1986","27752"
"DNK","","TOTAL","FEMALE","1987","27821"
"DNK","","TOTAL","FEMALE","1988","28579"
"DNK","","TOTAL","FEMALE","1989","28859"
"DNK","","TOTAL","FEMALE","1990","29645"
"DNK","","TOTAL","FEMALE","1991","29413"
"DNK","","TOTAL","FEMALE","1992","30187"
"DNK","","TOTAL","FEMALE","1993","31452"
"DNK","","TOTAL","FEMALE","1994","30563"
"DNK","","TOTAL","FEMALE","1995","31751"
"DNK","","TOTAL","FEMALE","1996","30570"
"DNK","","TOTAL","FEMALE","1997","30289"
"DNK","","TOTAL","FEMALE","1998","29329"
"DNK","","TOTAL","FEMALE","1999","30205"
"DNK","","TOTAL","FEMALE","2000","29283"
"DNK","","TOTAL","FEMALE","2001","29755"
"DNK","","TOTAL","FEMALE","2002","30257"
"DNK","","TOTAL","FEMALE","2003","29369"
"DNK","","TOTAL","FEMALE","2004","28265"
"DNK","","TOTAL","FEMALE","2005","28059"
"DNK","","TOTAL","FEMALE","2006","28205"
"DNK","","TOTAL","FEMALE","2007","28465"
"DNK","","TOTAL","FEMALE","2008","27644"
"DNK","","TOTAL","FEMALE","2009","27844"
"DNK","","TOTAL","FEMALE","2010","27517"
"DNK","","TOTAL","FEMALE","2011","26487"
"DNK","","TOTAL","FEMALE","2012","26316"
"DNK","","TOTAL","FEMALE","2013","26264"
"DNK","","TOTAL","FEMALE","2014","25535"
"DNK","","TOTAL","FEMALE","2015","26177"
"DNK","","TOTAL","FEMALE","2016","26315"
"DNK","","TOTAL","FEMALE","2017","26327"
"DNK","","TOTAL","FEMALE","2018","27126"
"ESP","","TOTAL","FEMALE","1968","134306"
"ESP","","TOTAL","FEMALE","1969","143676"
"ESP","","TOTAL","FEMALE","1971","145464"
"ESP","","TOTAL","FEMALE","1972","135685"
"ESP","","TOTAL","FEMALE","1973","143634"
"ESP","","TOTAL","FEMALE","1974","142537"
"ESP","","TOTAL","FEMALE","1975","142721"
"ESP","","TOTAL","FEMALE","1976","143028"
"ESP","","TOTAL","FEMALE","1977","140454"
"ESP","","TOTAL","FEMALE","1978","141240"
"ESP","","TOTAL","FEMALE","1979","137450"
"ESP","","TOTAL","FEMALE","1980","137119"
"ESP","","TOTAL","FEMALE","1981","138949"
"ESP","","TOTAL","FEMALE","1982","135607"
"ESP","","TOTAL","FEMALE","1983","144194"
"ESP","","TOTAL","FEMALE","1984","140894"
"ESP","","TOTAL","FEMALE","1985","147698"
"ESP","","TOTAL","FEMALE","1986","147452"
"ESP","","TOTAL","FEMALE","1987","146182"
"ESP","","TOTAL","FEMALE","1988","150703"
"ESP","","TOTAL","FEMALE","1989","152432"
"ESP","","TOTAL","FEMALE","1990","156363"
"ESP","","TOTAL","FEMALE","1991","158347"
"ESP","","TOTAL","FEMALE","1992","154428"
"ESP","","TOTAL","FEMALE","1993","159149"
"ESP","","TOTAL","FEMALE","1994","158318"
"ESP","","TOTAL","FEMALE","1995","161739"
"ESP","","TOTAL","FEMALE","1996","164548"
"ESP","","TOTAL","FEMALE","1997","164426"
"ESP","","TOTAL","FEMALE","1998","170293"
"ESP","","TOTAL","FEMALE","1999","175847"
"ESP","","TOTAL","FEMALE","2000","170923"
"ESP","","TOTAL","FEMALE","2001","170417"
"ESP","","TOTAL","FEMALE","2002","175349"
"ESP","","TOTAL","FEMALE","2003","184931"
"ESP","","TOTAL","FEMALE","2004","177006"
"ESP","","TOTAL","FEMALE","2005","185586"
"ESP","","TOTAL","FEMALE","2006","177324"
"ESP","","TOTAL","FEMALE","2007","184225"
"ESP","","TOTAL","FEMALE","2008","186677"
"ESP","","TOTAL","FEMALE","2009","185838"
"ESP","","TOTAL","FEMALE","2010","183926"
"ESP","","TOTAL","FEMALE","2011","188057"
"ESP","","TOTAL","FEMALE","2012","197030"
"ESP","","TOTAL","FEMALE","2013","190585"
"ESP","","TOTAL","FEMALE","2014","194259"
"ESP","","TOTAL","FEMALE","2015","209259"
"ESP","","TOTAL","FEMALE","2017","210287"
"ESP","","TOTAL","FEMALE","2018","211279"
"ESP","","TOTAL","FEMALE","2019","206020"
"ESP","","TOTAL","FEMALE","2020","244112"
"EST","","TOTAL","FEMALE","1981","9596"
"EST","","TOTAL","FEMALE","1982","9403"
"EST","","TOTAL","FEMALE","1985","10245"
"EST","","TOTAL","FEMALE","1986","9637"
"EST","","TOTAL","FEMALE","1987","9874"
"EST","","TOTAL","FEMALE","1988","10080"
"EST","","TOTAL","FEMALE","1989","9840"
"EST","","TOTAL","FEMALE","1990","10102"
"EST","","TOTAL","FEMALE","1991","10110"
"EST","","TOTAL","FEMALE","1992","10075"
"EST","","TOTAL","FEMALE","1993","10561"
"EST","","TOTAL","FEMALE","1994","10729"
"EST","","TOTAL","FEMALE","1995","9995"
"EST","","TOTAL","FEMALE","1996","9391"
"EST","","TOTAL","FEMALE","1997","9159"
"EST","","TOTAL","FEMALE","1998","9585"
"EST","","TOTAL","FEMALE","1999","9060"
"EST","","TOTAL","FEMALE","2000","9138"
"EST","","TOTAL","FEMALE","2001","8989"
"EST","","TOTAL","FEMALE","2002","8986"
"EST","","TOTAL","FEMALE","2003","8960"
"EST","","TOTAL","FEMALE","2004","8618"
"EST","","TOTAL","FEMALE","2005","8482"
"EST","","TOTAL","FEMALE","2006","8463"
"EST","","TOTAL","FEMALE","2007","8424"
"EST","","TOTAL","FEMALE","2008","8272"
"EST","","TOTAL","FEMALE","2009","8089"
