word,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
блаженство,1.329428073404415e-06,1.4490818784906878e-06,1.5801010704308283e-06,1.774251813912997e-06,1.8057761508316617e-06,2.0268298612791114e-06,2.518186420275015e-06,2.8569299956870964e-06,3.2704217574064387e-06,3.6081241887586657e-06,3.128429852949921e-06,2.7414159831096185e-06,2.823190925482777e-06,2.7597404823609395e-06,2.681324986042455e-06,3.984825980296591e-06,3.2401076168753207e-06,2.752137788775144e-06
блаженствовать,5.977796035949723e-08,5.436180572360172e-08,6.666423502110774e-08,8.64503419961693e-08,6.181518585890444e-08,7.04048019883885e-08,6.875934133176997e-08,8.64563247660044e-08,8.188276012788265e-08,1.2142189120822877e-07,9.31220611732897e-08,7.96163348582013e-08,1.0509527470503599e-07,8.190761491277954e-08,7.809683921777832e-08,1.0931922389545434e-07,1.0349238266371685e-07,8.499119985572179e-08
болеть,1.539071945444448e-06,1.5739441323603387e-06,1.5554987840005197e-06,1.7823313100961968e-06,1.917043618959724e-06,1.977960664589773e-06,1.8116592173100798e-06,1.8942968154078699e-06,1.8930804799310863e-06,2.055260665656533e-06,2.0687243704742286e-06,1.948817725860863e-06,2.0554423372232122e-06,2.180926685468876e-06,2.1221128463366767e-06,2.901163952628849e-06,2.218451982116676e-06,2.167713773815194e-06
вдохновение,1.977724195967312e-06,2.076790906357928e-06,1.9562778561521554e-06,2.1580267457466107e-06,2.3567040443595033e-06,2.1759224182460457e-06,2.384653726039687e-06,2.2001199795340654e-06,2.785235892588389e-06,2.837262172761257e-06,2.522546992622665e-06,2.6427869670442306e-06,2.7756216240959475e-06,2.6068462375405943e-06,3.083378942392301e-06,3.193803195244982e-06,2.714684796956135e-06,2.924748741861549e-06
вдохновенность,4.5464926046179244e-08,3.737374143497618e-08,4.1268336303801334e-08,3.3125832743508e-08,4.713407975032169e-08,3.56165443804457e-08,2.6905830452506052e-08,5.419650150884081e-08,4.521883667507609e-08,5.458415586190313e-08,3.536280956950577e-08,3.80257105803139e-08,4.314437873631505e-08,5.0236671711445524e-08,5.2064560662756776e-08,4.87731917075962e-08,3.449746088790562e-08,3.241932233777334e-08
вдохновенный,7.156515948736342e-07,7.890955657785526e-07,7.174341476456902e-07,6.415099846890371e-07,6.900120297359535e-07,6.825123932685528e-07,5.640259246320056e-07,5.316418878464901e-07,6.513956805065391e-07,6.850868317087588e-07,6.612845595554973e-07,5.620675551654131e-07,6.327841788333899e-07,6.312346840786631e-07,8.773842523623898e-07,6.486274060080177e-07,6.342225447042438e-07,5.782906669082877e-07
вдохновенье,3.9823908082325943e-07,4.0346651530853705e-07,3.983981571309414e-07,4.1205302636626584e-07,4.1338907408317027e-07,4.1414588736188307e-07,3.557548495791707e-07,4.297008331377583e-07,5.340711481949256e-07,5.837162575517141e-07,5.481235234583437e-07,4.753213715957827e-07,6.261465728130133e-07,5.908269145038503e-07,8.214630611291796e-07,5.174443344913016e-07,5.068473001301754e-07,4.232036019402585e-07
вдохновиться,3.5361608752282336e-08,3.992195019009159e-08,5.237903977217684e-08,2.9894042796740905e-08,5.563367011518494e-08,4.721263024975997e-08,4.982560852795359e-08,5.419650150884081e-08,8.310488652796266e-08,5.458415586190313e-08,4.243537077286419e-08,5.3473655725611025e-08,6.526969542619554e-08,4.914456752658225e-08,6.459862333940691e-08,5.886419529588238e-08,4.953481536063009e-08,6.045765843509798e-08
вдохновляться,6.735544388902781e-08,6.455464074406336e-08,8.491753789030554e-08,5.736424313340649e-08,9.735892092521681e-08,1.126476831814216e-07,9.466865691365456e-08,1.1871614447045431e-07,1.2099094703899027e-07,8.466113854410651e-08,1.0255214988319494e-07,9.506428000349842e-08,1.1283913892157216e-07,8.190761491277954e-08,9.738000983361417e-08,1.0147066120680392e-07,1.2206793087443657e-07,1.1741052219349513e-07
вера в себя,8.335236145740055e-08,7.474748286995236e-08,9.126651434598898e-08,1.0180133358517196e-07,1.0894927271465349e-07,1.0767792701926737e-07,7.573493121526553e-08,1.032314287385816e-07,1.2099094703899027e-07,1.0582642318013313e-07,9.31220611732897e-08,1.0338239775364855e-07,1.1615793482633308e-07,1.1030225266495108e-07,1.147348669405801e-07,1.3903162709993921e-07,1.202988357817958e-07,9.200078210369611e-08
вера,1.128961503127357e-05,1.1112741958640981e-05,1.1141656614199746e-05,1.3232557648734655e-05,1.498631991125876e-05,1.6425854482804425e-05,1.9781764422077686e-05,2.2894151697983034e-05,2.3299922759179026e-05,2.3954646167112514e-05,2.3328844690695405e-05,2.1719810320064425e-05,2.1471518266480416e-05,2.1684767489205115e-05,2.138889249181375e-05,2.1928313799435273e-05,2.1564450435107574e-05,2.050828879873734e-05
верить в себя,5.1358526320655074e-08,3.992195019009159e-08,3.730022513082076e-08,6.705960942099409e-08,4.7906770106465046e-08,6.212188452536793e-08,5.97907359178862e-08,7.484278796709987e-08,8.554915353897741e-08,7.574944049792975e-08,6.718934031368917e-08,7.010990543676598e-08,5.0888239400137536e-08,7.535500401445461e-08,6.556278009384187e-08,1.1604655725250268e-07,7.607132346265644e-08,9.11245834345209e-08
верить,1.2442234947229736e-05,1.3153008694644086e-05,1.4028853001946118e-05,1.5981193428160623e-05,1.807862463465426e-05,1.981191053346265e-05,2.0950672478647903e-05,2.0534022041829303e-05,2.2660748072667047e-05,2.326956018805504e-05,2.182828393415548e-05,2.185171251767315e-05,2.0829884306294844e-05,2.07542980206199e-05,1.994169178942684e-05,2.709042382775806e-05,2.0840889192186296e-05,2.018146733462345e-05
верование,1.5154975585573993e-07,1.843204984197655e-07,1.2142413652327377e-07,1.8663577350253036e-07,3.222116617962456e-07,3.2137720040736895e-07,4.085700027189887e-07,4.813165332961944e-07,5.951776529400377e-07,5.480694653670071e-07,6.494969397863315e-07,8.627083047940687e-07,6.00702492192795e-07,4.72879946755711e-07,4.869000349572161e-07,4.922168272969429e-07,4.723498534531245e-07,6.790534143874538e-07
веровать,1.6502083610703266e-07,2.0470616846068879e-07,2.111034120844124e-07,3.2156293627849664e-07,3.1216669071909564e-07,4.290551487429184e-07,5.94917764829006e-07,6.258405846892856e-07,1.0632537623678218e-06,9.702612260298338e-07,7.496915372939839e-07,8.021048074624559e-07,6.161902206258674e-07,6.356031008181162e-07,7.443304070875456e-07,8.885690476745367e-07,7.156011747611046e-07,6.886916139592358e-07
веселиться,8.217364211304812e-07,9.258495197173033e-07,8.571115586164524e-07,1.1157749213452917e-06,1.0129964493899024e-06,1.037021320371423e-06,1.0144494808628224e-06,1.078768491424853e-06,1.3174569630791666e-06,1.3467805501932162e-06,1.2365195516395033e-06,1.213257860399608e-06,1.187023485726968e-06,1.1925748140129144e-06,1.1753091939681326e-06,1.8651541040526354e-06,1.303827048104722e-06,1.1732290658983402e-06
веселуха,8.419430486128476e-09,2.5482096432938306e-09,3.174487339663301e-09,4.847682699704592e-09,3.863449116181528e-09,5.798042490567923e-09,9.965122060862086e-10,3.871178932968178e-09,2.4442614598996215e-09,1.7823397868710344e-08,9.430082492656311e-09,5.9415175002186515e-09,1.6593991958302468e-08,6.552609121968089e-09,8.67742677712613e-09,2.4106290297254418e-08,1.2383703840157523e-08,1.7523959172649484e-08
веселье,2.654646550581674e-06,2.752066393441055e-06,2.805453277687775e-06,3.139682348773931e-06,2.9107227419444826e-06,3.1798122108739335e-06,2.9367215574893635e-06,2.954999672510894e-06,3.3791914120229194e-06,3.6292894947109744e-06,3.515063326631207e-06,3.3308144793409156e-06,3.3497735785203986e-06,3.4270144624315435e-06,3.451687462074915e-06,4.6452259994111955e-06,3.2984878544084495e-06,3.1788461001269752e-06
взаимопонимание,1.8783749737849575e-06,1.8500002170185326e-06,1.9158030681865057e-06,2.1297485091054114e-06,2.2655267457594164e-06,2.136992861778708e-06,2.0607872102118563e-06,2.1304385882103816e-06,1.8564165884527029e-06,1.6820831660879776e-06,1.9508484001562465e-06,2.1341929823393002e-06,2.1804503376188222e-06,2.213689867858193e-06,2.142360244761221e-06,2.0748227598232916e-06,2.42278315454314e-06,2.427068238830543e-06
взбадриваться,5.051658646948454e-09,3.3976128577251075e-09,7.936218349158253e-10,3.2317883924548596e-09,3.863449116181528e-09,4.969750833083708e-09,9.965122060862086e-10,2.580785807282382e-09,2.4442614598996215e-09,6.683774422810984e-09,3.536281045768419e-09,2.3766069112696186e-09,6.637596250413935e-09,5.4605076016400744e-09,5.784951184750753e-09,5.6061137954088736e-09,1.769100532733603e-09,8.761979475302439e-10
взбодриться,5.4726299936191936e-08,4.84159841107612e-08,3.491935984811789e-08,4.605298542514902e-08,5.177022188718183e-08,6.70916335820948e-08,5.680119485873547e-08,7.613318331323171e-08,3.9108183358393944e-08,6.238189342866463e-08,5.6580496732294705e-08,5.3473655725611025e-08,5.973836891826068e-08,8.846022581110446e-08,5.977783246180479e-08,1.7995625967159867e-07,8.226317760318125e-08,8.674359719407221e-08
вздыхать,3.241480897031579e-07,3.813820512732491e-07,3.6744691556123144e-07,4.209404380617343e-07,4.2729749338832335e-07,4.464492633360351e-07,4.354758402769221e-07,3.5485805938151316e-07,4.350785332007945e-07,5.313600581757782e-07,4.1492361901873664e-07,4.26600934133603e-07,4.0489339880878106e-07,4.47761635768984e-07,4.2615806705725845e-07,5.869601409358438e-07,4.0070128193292476e-07,3.7764132798656647e-07
взлет,2.0804413907171693e-06,1.945133362823981e-06,1.8594560060591903e-06,1.935033196787117e-06,2.007448301810655e-06,2.0243451217538677e-06,1.8913801795861218e-06,1.9536548734322423e-06,2.1301739252521656e-06,2.2825088308309205e-06,2.365771933909855e-06,2.1936082248430466e-06,2.3264776700671064e-06,2.3523866730101872e-06,2.1963530798529973e-06,2.225627213192638e-06,2.2909850940777687e-06,2.0634461179724894e-06
вкусненький,4.209715243064238e-09,1.6988064288625537e-09,2.380865504747476e-09,2.423841349852296e-09,3.863449116181528e-09,1.6565835370130344e-09,5.979073236517252e-09,5.161571614564764e-09,2.4442614598996215e-09,3.341887211405492e-09,3.536281045768419e-09,0.0,4.42506431497236e-09,8.736812162624119e-09,9.641585307917921e-09,1.0651616477730386e-08,4.422751498367461e-09,7.885781805327952e-09
вкусность,1.6838861416346163e-09,8.494032144312769e-10,1.5872436698316505e-09,4.847682699704592e-09,3.863449116181528e-09,2.484875416541854e-09,6.97558544260346e-09,7.742357865936356e-09,3.66639207882713e-09,1.2253585701671454e-08,7.072562091536838e-09,7.129820733808856e-09,7.743862440179328e-09,5.4605076016400744e-09,7.713268246334337e-09,7.287948022849378e-09,1.1499153629301873e-08,1.3142969379487113e-08
вкусный,7.122838496798067e-07,7.48324225696706e-07,7.745749144305591e-07,7.893643214629265e-07,7.850529186725907e-07,7.64513288231683e-07,7.214748620754108e-07,7.923012503852078e-07,9.117095487454208e-07,8.7334649379045e-07,7.980207215041446e-07,8.781562428339384e-07,8.551436962989101e-07,7.797605121595552e-07,8.26283837795927e-07,1.4968323966968455e-06,9.234704521077219e-07,1.1373049346730113e-06
вкуснятина,1.515497594084536e-08,1.4439854645331707e-08,2.0634168151900667e-08,1.8582783312126594e-08,2.2408006117302648e-08,1.6565834926041134e-08,2.5909317358241424e-08,2.58078571846454e-08,2.19983533611412e-08,2.0051322380254533e-08,2.3575205787551567e-08,2.49543727903756e-08,1.9912789639420225e-08,3.057884256918442e-08,1.2534060900293298e-08,4.148524368474682e-08,2.2998307258603745e-08,3.417171967612376e-08
влюбиться,5.691535420737637e-07,6.158173277981405e-07,5.420437219072483e-07,6.819073519181984e-07,6.629679205616412e-07,7.173006792982051e-07,6.337817808343971e-07,7.277815825545986e-07,7.552768011009903e-07,1.0382128721175832e-06,8.392773338528059e-07,8.69838117978361e-07,8.960755053522007e-07,9.828913789533544e-07,1.0306854392183595e-06,1.6291367046505911e-06,1.023424601953593e-06,9.243888143828372e-07
влюбленность,6.31457282906922e-07,6.659321343249758e-07,6.618806196456717e-07,6.326225729935686e-07,7.935524877211719e-07,8.175239827323821e-07,7.483806712116348e-07,8.400458000323852e-07,9.887037322187098e-07,9.335004733657115e-07,8.439923817604722e-07,8.116112439893186e-07,9.93426965578692e-07,1.0309438494005008e-06,1.050932837642904e-06,1.2204510539959301e-06,9.738898825162323e-07,9.541795407130849e-07
влюбленный,1.3226925830167602e-06,1.3514005559045472e-06,1.3324910241863108e-06,1.4187551187205827e-06,1.4457027646130882e-06,1.4503389138553757e-06,1.4578973832612974e-06,1.4581439700123155e-06,1.5618830957464525e-06,1.813530730032653e-06,1.613722815818619e-06,1.6743196056268062e-06,1.580854245730734e-06,1.65125754847395e-06,1.8868582856157445e-06,2.087716893584002e-06,1.7124892792708124e-06,1.476393549637578e-06
влюбляться,2.391118414379889e-07,2.0385677146350645e-07,2.3967379547684686e-07,2.415761741758615e-07,2.256254418853132e-07,2.38548039988018e-07,2.1325361387880548e-07,2.593689600871585e-07,2.762015469670587e-07,3.29732870341104e-07,2.80544952602213e-07,2.768747151549178e-07,3.2966730145744805e-07,3.9970916532183765e-07,3.307063707325142e-07,5.622932235382905e-07,3.476282586234447e-07,3.1017407309263945e-07
внутреннее спокойствие,2.618726568925922e-08,2.481656302677493e-08,2.83878502926882e-08,4.877199799580012e-08,4.4457074466208724e-08,3.982225749155077e-08,5.256904245243277e-08,5.223701293743943e-08,7.033314375348709e-08,7.65303269645301e-08,7.56642322130574e-08,3.814731996953924e-08,5.538081992995103e-08,5.980096062785378e-08,5.825010163107436e-08,8.703364784423684e-08,4.9272774305109124e-08,7.937117629808199e-08
возликовать,2.0206634587793815e-08,1.613866018601584e-08,1.3491571415613635e-08,1.9390730798818367e-08,1.9317246469086058e-08,1.3252668296104275e-08,1.0961634266948295e-08,2.9679036117613578e-08,2.8109006677823345e-08,1.893736012448244e-08,1.650264458419315e-08,2.1389462645515778e-08,2.1019054941007198e-08,1.9657827365904268e-08,2.217564620821122e-08,2.2985066294722856e-08,1.4152804261868823e-08,1.8400156065467854e-08
возлюбить,7.409099112010153e-08,7.899449627757349e-08,8.412391139245301e-08,1.1230464735945134e-07,1.1744885597408938e-07,1.4826422045643994e-07,2.6407573727738054e-07,3.122750911188632e-07,2.798679474835808e-07,3.14137395207581e-07,2.6639983730092354e-07,2.946992481156485e-07,2.444847950755502e-07,2.6319645485273213e-07,2.49717061251431e-07,3.251546161209262e-07,2.9455523531396466e-07,2.2518287323691766e-07
возмечтать,5.893601606743459e-09,1.10422417876066e-08,7.142596736287032e-09,1.3735101056511212e-08,6.954208764398118e-09,1.6565834926041134e-08,1.0961634266948295e-08,7.742357865936356e-09,2.19983533611412e-08,2.3393209147570815e-08,1.650264458419315e-08,2.0201158079657944e-08,2.3231587320537983e-08,1.528942128459221e-08,1.4462377961876882e-08,1.7378953387492402e-08,2.1229206836892445e-08,1.6647760503474274e-08
возрадоваться,2.2732463023089622e-08,1.0192838573175322e-08,3.253849456541502e-08,3.474172416417787e-08,3.322566399788229e-08,4.804092412769023e-08,5.97907359178862e-08,5.548689330225898e-08,6.843931998901098e-08,8.020528952101813e-08,5.893801713341418e-08,5.228535115975319e-08,7.080102903955776e-08,5.4605074240043905e-08,5.013624360117319e-08,9.306148740506615e-08,8.491682734756978e-08,6.65910420138971e-08
возродиться,3.477224765902065e-07,3.142791911159293e-07,3.4284462913092284e-07,4.4437089741222735e-07,5.702451062461478e-07,6.758860990885296e-07,8.101644084490545e-07,9.729562862048624e-07,9.997029337682761e-07,9.31272552406881e-07,9.406507501807937e-07,9.114287422562484e-07,9.00500594980258e-07,8.704049037078221e-07,8.600293881499965e-07,7.971893865033053e-07,7.695587100897683e-07,7.649207987014961e-07
возрождаться,2.4079571403490263e-07,1.8686870362216723e-07,2.388801760844217e-07,3.005563087299379e-07,3.871176090797235e-07,4.0586297700428986e-07,3.9960139019967755e-07,5.41964993772126e-07,5.719571731788164e-07,4.756619205181778e-07,5.422297704171797e-07,6.143528707980295e-07,5.409640948528249e-07,5.37313951554097e-07,5.158248086445383e-07,4.4624667339121515e-07,5.758422503276961e-07,6.212243306435994e-07
волновать ум,5.5548743382871635e-09,8.005343055117464e-10,1.494097401355532e-09,3.810312509955338e-09,7.288045167364032e-10,2.342485760919999e-09,0.0,0.0,1.153002360254618e-09,2.096721241073851e-09,1.1127092580665021e-09,1.1219799533890296e-09,1.0449211496066368e-09,3.093153067013077e-09,1.8203156759710737e-09,1.0549533469017547e-09,0.0,8.267830864383541e-10
волновать человечество,5.5548743382871635e-09,8.80587691654e-09,7.470487339844567e-09,4.572374923128564e-09,6.55924070613878e-09,3.1233142738784636e-09,3.754931476862566e-09,4.859256996780914e-09,4.612009441018472e-09,4.193442482147702e-09,7.78896502851012e-09,6.731879942378782e-09,3.134763559842213e-09,1.0310510223376923e-09,9.101578157810764e-09,3.69233665864499e-09,4.1756589297392566e-09,2.4803492593150622e-09
