word,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
взаимовыручка,3.064672853270167e-07,2.548209749875241e-07,2.4602277903795766e-07,1.9875498935562064e-07,1.869909453944274e-07,1.3749642846505594e-07,1.0662680693940274e-07,9.161789904510442e-08,1.1732454652246815e-07,1.0359850222130262e-07,1.6974148309145676e-07,1.4021981087353197e-07,1.216892684396953e-07,1.43065292945721e-07,1.4076714194288797e-07,1.3510734220290033e-07,1.6010359615847847e-07,1.8750635888409306e-07
взаимоподдержка,1.7680804376141168e-08,3.312672447464138e-08,2.3015033434603538e-08,3.070199028343268e-08,2.9362213993522346e-08,3.8101422461522816e-08,2.6905830452506052e-08,4.0002181123099945e-08,3.666392345280656e-08,3.564679573742069e-08,3.889909194754182e-08,3.327249586959624e-08,3.3187983916604935e-08,5.351297360789431e-08,3.567386386293947e-08,3.363668454881008e-08,4.157386257475082e-08,4.030510680763655e-08
взаимопомощь,2.2926110432308633e-06,2.1167127215449e-06,2.0856382434430998e-06,1.4971259361118427e-06,1.1899423952854704e-06,8.986965553958726e-07,8.340807085005508e-07,9.665043307904853e-07,9.202644264405535e-07,7.530385346399271e-07,8.180596751117264e-07,7.997282409633044e-07,7.555797196800995e-07,8.900627221919422e-07,9.236638902621053e-07,6.49187995804823e-07,8.084789442364126e-07,8.499119985572179e-07
взаимосотрудничество,6.735544566538465e-09,4.247016072156384e-09,0.0,0.0,3.863449116181528e-09,8.282917685065172e-10,0.0,3.871178932968178e-09,1.2221307299498108e-09,0.0,1.1787603115820389e-09,4.753213822539237e-09,3.3187981252069676e-09,3.2763045609840447e-09,2.8924755923753764e-09,7.287948022849378e-09,4.422751498367461e-09,5.257187574159161e-09
взять под свой контроль,8.51786410294153e-08,9.317653848484042e-08,9.056351757408265e-08,7.479487607042756e-08,7.646450228548929e-08,6.261479512659207e-08,9.87539650054714e-08,8.9439971873162e-08,1.1830699975234893e-07,9.744243101295069e-08,1.2155535955571395e-07,1.2503312518674647e-07,1.7628944704028982e-07,1.3117457342559646e-07,1.6912028399929113e-07,1.4057417274671025e-07,1.4384832525138336e-07,2.06880713449209e-07
взять ситуацию под контроль,0.0,2.7138797875636556e-09,8.463880152298486e-10,0.0,9.04418850922184e-09,1.0582781762025206e-08,1.911367064622027e-08,1.7887993308818295e-08,7.800461609974718e-09,1.5448190282540963e-08,3.884758825734025e-08,4.2940669686686306e-08,2.8206311952772012e-08,4.99159860112286e-08,3.074914189937772e-08,4.9649599986878457e-08,3.948777660411906e-08,4.100338557577743e-08
винтажный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.290392903641191e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.045502682321512e-09,0.0,8.761979475302439e-10
влазить,5.051658646948454e-09,4.247016072156384e-09,7.936218793247463e-09,1.4543047655024566e-08,8.499588588506413e-09,1.8222419129187983e-08,1.0961634266948295e-08,9.032750547532942e-09,1.2221307521542712e-08,1.2253585701671454e-08,1.7681404784752885e-08,3.564910366904428e-09,4.42506431497236e-09,1.6381523693098643e-08,1.6390695023460466e-08,1.9621397839841848e-08,4.422751498367461e-09,1.3142969379487113e-08
влезать,2.483731975644332e-07,2.8030305543325085e-07,2.864974817384791e-07,3.086358049131377e-07,3.260751100242487e-07,3.5616545801531174e-07,3.8764324017392937e-07,2.967903753869905e-07,3.397523471448949e-07,4.6118040586407005e-07,4.832917284147698e-07,4.194711209493107e-07,4.126372346036078e-07,4.20459087990821e-07,3.8277093494798464e-07,6.340515028568916e-07,4.6704255396434746e-07,4.319655886320106e-07
вникать,1.7781837868824368e-06,1.6656797470204765e-06,1.6023225271055708e-06,1.5633776229151408e-06,1.554652044433169e-06,1.2465791314753005e-06,1.1928251524295774e-06,1.1161898783029756e-06,1.244129066435562e-06,1.2855125532951206e-06,1.215301836055005e-06,1.190680109175446e-06,1.2522931456260267e-06,1.2821271866414463e-06,1.2129114566050703e-06,1.5192568980637589e-06,1.319749003414472e-06,1.3256875490696984e-06
вникнуть,1.5626463891749154e-06,1.5900827747827861e-06,1.6213693925237749e-06,1.8146491811421583e-06,1.964950342880911e-06,1.6549269048482529e-06,1.717987061056192e-06,1.4916942063791794e-06,1.5936584532028064e-06,1.804619046197331e-06,1.6113652918647858e-06,1.570937115502602e-06,1.5885981383689796e-06,1.5857314110689913e-06,1.5281913192666252e-06,1.6325003571182606e-06,1.5674230553486268e-06,1.6218424434555345e-06
внимание к мелочам,1.4313032536961146e-08,1.6988064288625537e-08,3.0951252227851e-08,1.8582783312126594e-08,1.4681106996761173e-08,1.242437619453085e-08,4.982561030431043e-09,1.29039285923227e-08,1.9554091679196972e-08,8.911698934355172e-09,1.650264458419315e-08,1.901285529015695e-08,1.2168927199240898e-08,2.5118335855722762e-08,2.217564620821122e-08,2.1863844068548133e-08,2.2998307258603745e-08,2.1904948965811855e-08
вовремя,1.1559036465769168e-05,1.13352862172178e-05,1.1693224223563448e-05,1.1987511243205518e-05,1.2505212907854002e-05,1.2127019545005169e-05,1.195615368487779e-05,1.1506433111208025e-05,1.2347186384431552e-05,1.306343710893998e-05,1.2953397344972473e-05,1.3225817383499816e-05,1.3063896403764375e-05,1.3276678146212362e-05,1.2968896044185385e-05,2.078859142784495e-05,1.3645072613144293e-05,1.4103282410360407e-05
возня,8.848821835272247e-07,9.165060532723146e-07,9.317120088780939e-07,1.0010464848164702e-06,1.0840839195225271e-06,1.1372445669621811e-06,1.084205223378376e-06,1.0632837756929803e-06,1.1964659734076122e-06,1.269917106583307e-06,1.0561692533883615e-06,1.10036899059196e-06,1.0454214134369977e-06,1.1467066087789135e-06,1.0104381544806529e-06,1.5512117670368752e-06,9.783126415641163e-07,1.0575708984106313e-06
воскресать,4.29390958345266e-08,5.351240162099202e-08,7.301321147679118e-08,6.786755335497219e-08,9.735892092521681e-08,7.868771945140907e-08,9.367214914846045e-08,9.936025691104078e-08,1.5887700044459052e-07,1.1808000976998301e-07,1.1198223148767283e-07,1.1288882717508386e-07,9.845768289551415e-08,1.0156544050232696e-07,1.0412912132551355e-07,1.1548594613941532e-07,1.3179798941109766e-07,1.2704870755442244e-07
воскресение,6.061990234229597e-07,7.60215868922387e-07,7.840983471396612e-07,8.184504167729756e-07,1.0129964493899024e-06,1.2242152251928928e-06,1.9840558707073797e-06,2.4207770366047043e-06,2.474814664310543e-06,2.6434327082824893e-06,3.426656121519045e-06,2.323133230675012e-06,2.6008315217040945e-06,2.1612688669847557e-06,2.155858510377584e-06,2.4980843136290787e-06,2.250295892736176e-06,2.2570859528059373e-06
воскреснуть,2.391118414379889e-07,2.2254364751006506e-07,2.1507152325739298e-07,3.029801689535816e-07,3.786180400311423e-07,4.008932137367083e-07,5.779770617664326e-07,5.961614988336805e-07,6.183981327012589e-07,6.884287699904235e-07,6.683570745735778e-07,6.095996809563076e-07,6.814598805249261e-07,5.941031986367307e-07,6.074198495298333e-07,6.87309579916473e-07,6.306843260972528e-07,6.256053097786207e-07
врубаться,1.8522747780025384e-08,2.0385677146350645e-08,7.936218793247463e-09,2.2622518969228622e-08,1.0044968412614708e-08,1.4909252499251124e-08,1.8933732803816383e-08,1.4194322162097706e-08,1.5887700044459052e-08,2.5621133659115003e-08,1.4145124183073676e-08,2.8519282935235424e-08,2.7656652079599553e-08,2.0749929774410703e-08,1.9283170615835843e-08,3.8682184566596334e-08,2.6536508102026346e-08,4.556229171726045e-08
врубиться,1.5996917568372737e-08,1.359045143090043e-08,2.3015033434603538e-08,1.6966888338743047e-08,2.3953385053232523e-08,3.478825405522912e-08,5.480817222291989e-08,6.451964651432718e-08,5.988440676674145e-08,7.352151953909924e-08,5.77592551564976e-08,7.842803029234346e-08,6.30571648230216e-08,6.334188640266802e-08,6.941941421700903e-08,1.0875861278236698e-07,7.607132346265644e-08,9.200078210369611e-08
выговаривать,3.6877105458188453e-07,4.467860890144948e-07,3.642724095698213e-07,3.756954072287044e-07,4.589777802266326e-07,5.176823378860718e-07,4.215246747207857e-07,4.80026187688054e-07,5.15739145612315e-07,5.458415444081766e-07,4.5264397385835764e-07,4.3016584072574915e-07,4.635254811091727e-07,4.4011690647494106e-07,4.0012579916037794e-07,5.858389044988144e-07,4.413905969613552e-07,4.468609517971345e-07
выиграть,2.9072293727949727e-06,2.8854226457042387e-06,2.5467325031058863e-06,2.6161326331930468e-06,2.770865876300377e-06,2.97108249469602e-06,3.1499751003138954e-06,3.1227507406583754e-06,3.360859409440309e-06,3.5836169445246924e-06,3.839222245005658e-06,3.2309972084476613e-06,3.2922478112595854e-06,3.2260679745377274e-06,3.295493797850213e-06,4.690075002145022e-06,3.354214641149156e-06,3.450467602306162e-06
выигрывать,2.828928700182587e-07,2.3528468773292843e-07,2.3173757313088572e-07,2.6419868959237647e-07,3.0830324249109253e-07,3.2137720040736895e-07,3.3084205597333494e-07,2.8517683858808596e-07,3.5686215937857924e-07,3.887728610152408e-07,3.854546264392411e-07,3.790688083427085e-07,3.838743225514918e-07,3.7240661754367466e-07,4.0205409845839313e-07,5.953692721050174e-07,4.2546867007331457e-07,4.5299432827050623e-07
выигрыш,3.2726327390264487e-06,3.3576909572730074e-06,3.154646719849552e-06,3.1946228773449548e-06,3.1950726224749815e-06,3.010012278537033e-06,3.2077728064905386e-06,2.8517683858808596e-06,2.785235892588389e-06,2.6222674023301806e-06,2.427067556709517e-06,2.5643589651735965e-06,2.8419974569260376e-06,2.3163472633314086e-06,2.2908407117938623e-06,2.5861004360194784e-06,2.185723815273377e-06,2.3350676201516762e-06
выйти из кризиса,5.8936013402899334e-08,6.285583964427133e-08,8.01558073248998e-08,7.998676210263511e-08,1.2131231130751985e-07,2.526289790694136e-07,3.418036840230343e-07,3.1872704653324035e-07,2.9697775971726514e-07,2.4061586145762703e-07,2.404671022304683e-07,2.840045283392101e-07,2.721414489315066e-07,2.6319645485273213e-07,2.9503252108042943e-07,1.6089546761577367e-07,1.848710127205777e-07,1.5946802989219577e-07
выправить,6.777641488042718e-07,6.599863127121353e-07,6.761658255527436e-07,7.893643214629265e-07,8.113243552543281e-07,8.1089763170894e-07,7.324364901251101e-07,6.387444955180399e-07,6.978366400289815e-07,6.59465740682208e-07,6.188491852299194e-07,6.999107426963747e-07,7.423045644827653e-07,6.880239311612968e-07,6.69125995500508e-07,6.839458706053847e-07,6.421834655156999e-07,6.553960929522873e-07
выправиться,3.283577854062969e-08,3.822314553758588e-08,3.0951252227851e-08,2.666225462633065e-08,4.4816012234605296e-08,3.727312858359255e-08,2.6905830452506052e-08,3.225982325716359e-08,3.055326658341073e-08,3.119094671433231e-08,4.479289117398366e-08,4.040231615931589e-08,3.6506779821365853e-08,1.9657827365904268e-08,3.567386386293947e-08,3.251546232263536e-08,3.626655953326008e-08,2.8914532990143016e-08
выправление,4.041326917558763e-08,4.92653882133709e-08,5.396628566245454e-08,9.776159970442677e-08,9.195009198492698e-08,7.04048019883885e-08,6.975585620239144e-08,6.193886292749085e-08,5.988440676674145e-08,8.354717806469125e-08,5.4222972778461553e-08,5.9415171449472837e-08,4.867570879696359e-08,7.207869856529214e-08,8.002515983207559e-08,4.484891036327099e-08,7.784042566072458e-08,5.870526109674756e-08
выправлять,1.212398075267629e-07,1.342057061037849e-07,1.7142231456546142e-07,2.2703314073169167e-07,2.0244473830643983e-07,1.7394127382885927e-07,1.614349827150363e-07,1.4581439700123155e-07,1.4909994661138626e-07,1.6041057904203626e-07,1.5677511555622914e-07,1.592326697164026e-07,1.7479004554843414e-07,1.7582834743734566e-07,1.5908615580428886e-07,1.67622800972822e-07,1.2383704017793207e-07,1.244201115468968e-07
выправляться,7.661682133175418e-08,5.5211209826211416e-08,7.85685614346221e-08,6.867550439437764e-08,9.11774051814973e-08,6.70916335820948e-08,6.178375855370177e-08,5.677728864839082e-08,5.37737534500593e-08,5.6812080373447316e-08,6.954685716209497e-08,8.318124145034744e-08,6.637596783320987e-08,7.644710819931788e-08,7.906099597221328e-08,6.110663974823183e-08,8.049407540511311e-08,6.74672406830723e-08
вырваться вперед,1.1506525510185384e-07,1.3929296471815178e-07,1.34468763235418e-07,9.144749668621444e-08,1.0859186971856616e-07,1.0463102739777241e-07,8.542468776795431e-08,8.868143908102866e-08,5.419111204219007e-08,6.290163412359107e-08,8.234048465283195e-08,8.751443658638891e-08,9.404290324255271e-08,9.176353898965317e-08,8.009389063090566e-08,1.0918767401335572e-07,6.430514787325592e-08,6.944978281353542e-08
высказаться за,6.90391530611123e-08,8.08539653007756e-08,7.321077077904192e-08,6.096500015928541e-08,6.63212134099922e-08,1.054118570209539e-07,1.1734160665355375e-07,8.503699433504153e-08,6.918013895074182e-08,9.644917753348636e-08,9.680570656200871e-08,1.2117384073917492e-07,8.777337967558196e-08,5.980096062785378e-08,8.555483788086349e-08,1.1868225158195855e-07,9.854554861021825e-08,9.259970568109566e-08
высокая устойчивость,1.4601384634715942e-07,1.3689137290384679e-07,1.628566224098904e-07,1.257403141607938e-07,1.1296469892840832e-07,1.0619268664413539e-07,1.342388031844166e-07,1.311999398012631e-07,8.878118507027466e-08,6.185327805496854e-08,6.453714007648159e-08,7.966057324892972e-08,7.209956010001406e-08,5.773885902726761e-08,6.098057525605327e-08,3.850579588515757e-08,5.177817286039499e-08,4.133915609827454e-08
высокий рейтинг,1.5871070013773192e-09,8.005343055117464e-10,0.0,7.620624686843769e-10,7.288045278386335e-09,4.528805774839384e-08,5.820143655910215e-08,9.354069874234483e-08,1.302892655985488e-07,1.3628688577682624e-07,1.646809693056639e-07,2.1654213355759566e-07,1.9435533715750353e-07,2.4332803150173277e-07,2.3300040652429743e-07,1.8567179438377934e-07,2.806042971315037e-07,2.554759817030572e-07
высший сорт,3.809056892123408e-08,4.002671616376574e-08,3.7352435811044415e-08,3.657899938502851e-08,3.571141959923807e-08,4.216474280838156e-08,6.101763716515052e-08,3.2799984950315775e-08,4.3814090133764694e-08,3.774098189524011e-08,3.3381276409727434e-08,4.7123158708473056e-08,4.284176569058218e-08,4.124203911715085e-08,3.6406312631243054e-08,5.4857572706623614e-08,6.68105428758281e-08,7.44104795558087e-08
высыпаться,3.451966534839812e-08,3.6524337332366485e-08,5.237903977217684e-08,4.201324799169015e-08,4.2497941166175224e-08,4.555604604661312e-08,5.3811660905012104e-08,3.225982325716359e-08,3.666392345280656e-08,4.901434280668582e-08,4.597165315090024e-08,4.99087455807512e-08,6.526969542619554e-08,5.132877234359512e-08,4.049465829325527e-08,9.362210562358086e-08,4.511206341817342e-08,5.870526109674756e-08
гарантировать результат,7.935535006886596e-10,0.0,0.0,7.620624686843769e-10,7.288045167364032e-10,2.342485760919999e-09,0.0,0.0,1.153002360254618e-09,0.0,1.1127092580665021e-09,1.1219799533890296e-09,0.0,0.0,0.0,2.637383422765538e-09,2.505395446661396e-09,7.441047777945187e-09
гарантия качества,2.618726568925922e-08,3.122083924722574e-08,3.7352435811044415e-08,3.353074973233561e-08,2.769457196905023e-08,2.108237140419078e-08,2.9100718279551074e-08,4.6162941913507893e-08,4.612009263382788e-08,3.669262227390391e-08,3.3381276409727434e-08,5.722097640159518e-08,4.1796845096087054e-08,2.7838376936983877e-08,5.278915438111653e-08,3.006617177447879e-08,4.9272774305109124e-08,5.622124987780808e-08
гарантия результата,0.0,0.0,0.0,0.0,0.0,7.808285684696159e-10,0.0,0.0,0.0,0.0,3.3381277741995063e-09,0.0,0.0,0.0,0.0,1.5824299648414808e-09,8.351317970500816e-10,8.267830864383541e-10
дар,8.991110007627867e-06,9.85477618087316e-06,1.0105980436492246e-05,1.0513007509871386e-05,1.150071602751268e-05,1.1642468962236308e-05,1.302840064454358e-05,1.4146577086648904e-05,1.6056354070315138e-05,1.6546797269256786e-05,1.6257461538771167e-05,1.6240543118328787e-05,1.716482438496314e-05,1.6864230929058976e-05,1.785525273589883e-05,1.9456578229437582e-05,1.8254464521305636e-05,1.671873360464815e-05
