word,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
аристократизм,1.8017581737694854e-07,1.7582647160452325e-07,2.0078631735032104e-07,1.4058279873552237e-07,2.797137312882114e-07,3.0232649805839173e-07,3.099152934282756e-07,2.9937115186839947e-07,4.191908544726175e-07,4.2553361367936304e-07,4.7032537509039685e-07,3.945167463825783e-07,3.938307315820566e-07,4.2591958049342793e-07,4.126598582843144e-07,4.82686402847321e-07,3.662038068341644e-07,3.723841359715152e-07
аристократический,2.542668084970501e-07,2.21694236302028e-07,2.3491206491144112e-07,2.8278148533900094e-07,3.5775539686255797e-07,3.9261030337911507e-07,3.5176881851839426e-07,3.79375507009172e-07,5.829563747283828e-07,5.057389103058085e-07,4.939005862070189e-07,4.4561380718732835e-07,5.133074409968685e-07,4.6414314169851423e-07,5.042548991696094e-07,5.72944827581523e-07,4.918099421047373e-07,4.80156472804083e-07
аристократичность,5.893601606743459e-09,1.6988064288625537e-08,5.555352622366172e-09,1.777483582543482e-08,2.0089936825229415e-08,3.230337952686568e-08,1.8933732803816383e-08,3.225982325716359e-08,3.9108183358393944e-08,3.007698268220338e-08,3.182652719146972e-08,2.8519282935235424e-08,2.8762917381186526e-08,3.713144991479567e-08,3.3745550354069564e-08,3.419729566189744e-08,3.803566173132822e-08,2.8914532990143016e-08
аристократичный,5.051658646948454e-09,5.945822501018938e-09,1.1110705244732344e-08,8.079471314204056e-09,8.499588588506413e-09,1.6565834926041134e-08,1.494768397947155e-08,1.4194322162097706e-08,1.3443438362514826e-08,2.8963022202788125e-08,1.7681404784752885e-08,2.49543727903756e-08,1.5487724880358655e-08,2.0749929774410703e-08,1.5426536492668674e-08,3.4757906774984804e-08,1.5037354472724473e-08,2.8914532990143016e-08
аристократка,9.261373890012692e-08,1.0107898162914353e-07,9.444099902111702e-08,1.0260928462457741e-07,1.3367534279495885e-07,1.3252667940832907e-07,1.7538614827117271e-07,1.3291047196162253e-07,1.6865404006694007e-07,1.64866435170552e-07,1.5677511555622914e-07,1.86563639203996e-07,1.8364016796112992e-07,1.8456515249454242e-07,1.7740516966568975e-07,2.634873510487523e-07,1.8575555316147074e-07,1.8750635888409306e-07
артист в своем деле,2.689851896775508e-09,1.8092531917091037e-09,8.463880152298486e-10,0.0,0.0,0.0,0.0,5.503998146139111e-09,0.0,2.376644658852456e-09,1.253148029789486e-09,0.0,1.1752629980321672e-09,2.3216737421449807e-09,0.0,1.7945638308702883e-09,4.700925870793071e-09,1.8637902332585554e-09
артист своего дела,5.051658646948454e-09,1.0192838573175322e-08,7.142596736287032e-09,4.847682699704592e-09,8.499588588506413e-09,5.798042490567923e-09,1.0961634266948295e-08,3.871178932968178e-09,7.33278415765426e-09,4.455849467177586e-09,1.0608842693216047e-08,8.31812396739906e-09,9.956394819710113e-09,3.2763045609840447e-09,2.8924755923753764e-09,9.530393363377243e-09,1.1499153629301873e-08,1.0514375148318322e-08
артистизм,2.5931845470950066e-07,3.134297799078922e-07,3.055444040001021e-07,3.328742081976088e-07,3.925264593362954e-07,3.197206126515084e-07,2.9297459036570217e-07,3.264694043991767e-07,4.4485557282314403e-07,3.7651926731996355e-07,3.4184049013674667e-07,3.719389951584162e-07,4.292312496545492e-07,4.586826491959073e-07,4.4447708091865934e-07,3.711247416049446e-07,3.9274030427804973e-07,4.6526110963895917e-07
артистический,2.4079571403490263e-07,2.3358587952770904e-07,2.539590013839188e-07,2.3107287461243686e-07,2.928494495790801e-07,2.4765924422354146e-07,2.7802690283351694e-07,3.0195192834980844e-07,3.8130480106701725e-07,3.4644230595404224e-07,3.7130951113795163e-07,3.2916005920924363e-07,3.9272444496418757e-07,4.5540633664131747e-07,3.8469926266770926e-07,3.6047313756171206e-07,4.060085814217018e-07,3.793937253249169e-07
артистичность,7.998459494729104e-08,1.1466943306004396e-07,8.491753789030554e-08,1.098808084520897e-07,9.96769884409332e-08,9.276867984908677e-08,8.071749135751816e-08,9.54890779780726e-08,7.821636671678789e-08,8.354717806469125e-08,8.251322469732258e-08,9.031106174006709e-08,7.96511585576809e-08,1.1576275937841274e-07,9.738000983361417e-08,1.2725878661967727e-07,1.3533619380723394e-07,1.1565813196057206e-07
артистичный,3.1993835136745474e-08,2.718090286180086e-08,3.491935984811789e-08,4.605298542514902e-08,4.945215081875176e-08,5.3838963509633686e-08,4.88290972100458e-08,3.613100219013177e-08,5.255161994455193e-08,7.017963099542612e-08,6.836809518517839e-08,4.753214000174921e-08,7.743862795450696e-08,7.535500401445461e-08,7.906099597221328e-08,8.240987625640628e-08,9.110867438266723e-08,7.973401494609789e-08
архиважный,9.261373890012692e-09,3.3976128577251075e-09,1.3491571415613635e-08,3.3125832743508e-08,3.940718329431547e-08,3.6444838258375967e-08,2.092675543963196e-08,2.58078571846454e-08,1.466556831530852e-08,2.3393209147570815e-08,1.7681404784752885e-08,1.4259641467617712e-08,2.8762917381186526e-08,4.040775536395813e-08,3.470970710850452e-08,2.522751252342914e-08,1.5037354472724473e-08,2.1028750296636645e-08
баиньки,5.220046972453929e-08,2.6331498759191163e-08,4.6030066869207076e-08,4.2821195478381924e-08,6.258787976776148e-08,4.3071171518249685e-08,6.377678118951735e-08,6.322925116819533e-08,5.621801335564669e-08,5.9040004884991504e-08,4.597165315090024e-08,2.9707585724736418e-08,5.5313304159199106e-08,7.426289982959133e-08,7.809683921777832e-08,1.6930464141751145e-07,9.199322903441498e-08,8.411500118654658e-08
балдеть,2.1890519619205406e-08,1.7837468391235234e-08,3.491935984811789e-08,5.0092719305894207e-08,5.949711834318805e-08,4.721263024975997e-08,3.487792810119572e-08,2.4517465391227233e-08,5.37737534500593e-08,4.790038232727056e-08,5.3044214354258656e-08,4.753214000174921e-08,4.314437873631505e-08,4.1499859548821405e-08,4.14588186004039e-08,6.334908420058127e-08,4.865026426159602e-08,1.0426755636672169e-07
башковитость,4.209715243064238e-09,3.3976128577251075e-09,3.968109396623731e-09,3.2317883924548596e-09,1.5453797130859925e-09,1.6565835370130344e-09,2.989536618258626e-09,3.871178932968178e-09,1.2221307299498108e-09,6.683774422810984e-09,3.536281045768419e-09,1.1883034556348093e-09,1.10626607874309e-09,3.2763045609840447e-09,3.8566341231671686e-09,2.8030568977044368e-09,8.845502663668015e-10,1.7523958950604879e-09
башковитый,1.0945259987238387e-07,1.0107898162914353e-07,8.253667260760267e-08,1.0826491347870615e-07,7.41782244517708e-08,5.3838963509633686e-08,5.480817222291989e-08,5.419650150884081e-08,5.255161994455193e-08,6.572378197233775e-08,4.950793197622261e-08,4.99087455807512e-08,5.0888239400137536e-08,6.334188640266802e-08,4.917208684673824e-08,7.175825800231905e-08,4.688116561624156e-08,4.556229171726045e-08
бдительность,3.25663586409064e-06,2.431841494399123e-06,2.2245219497563085e-06,2.1547948563238606e-06,2.182848902521073e-06,1.9705062186403666e-06,2.12655709219689e-06,2.018174427576014e-06,2.0091829355806112e-06,2.2825088308309205e-06,2.232572114735376e-06,2.0842842332058353e-06,2.1052244392194552e-06,2.254097580589587e-06,2.394969897068222e-06,2.779511305561755e-06,2.0618865619326243e-06,2.4332016437256243e-06
бдительный,1.5154975585573993e-07,1.5544078735274525e-07,1.6427972582278016e-07,2.4400003439950524e-07,2.7044146122534585e-07,2.252953663628432e-07,3.2685599649084907e-07,2.748536758190312e-07,2.994220267282799e-07,3.085675643887953e-07,3.3358915629833064e-07,2.9945246637907985e-07,3.1307328640650667e-07,3.1124892529987847e-07,2.82498461956493e-07,3.7504901229112875e-07,3.0428529385062575e-07,3.057930939576181e-07
бедненький,1.305011778640619e-07,1.231634598752862e-07,1.0158359486922564e-07,1.5916558027129213e-07,1.4912913570697128e-07,1.9216369651076093e-07,1.3751868266353995e-07,1.1484496553748613e-07,1.2954585315583245e-07,1.5372680195469002e-07,1.1198223148767283e-07,1.449730149261086e-07,1.2390179904286924e-07,1.3105218954478914e-07,1.1666318044945001e-07,1.950927668303848e-07,1.62757245902867e-07,1.051437550358969e-07
без избытка,1.3490409678240667e-08,8.005343055117464e-09,1.41939251463441e-08,1.5241250039821352e-08,8.01684940654468e-09,1.952071393418464e-08,2.0652123566833325e-08,2.1866656041424903e-08,2.5366052369690806e-08,1.2580327890532317e-08,4.4508370322660085e-09,1.570771956949102e-08,1.1494132756695308e-08,8.248408178701538e-09,9.101578157810764e-09,1.4241869905617932e-08,1.0021581786645584e-08,9.094613950821895e-09
без колебаний,1.207788386636821e-06,1.0759181350294966e-06,1.3663520803675056e-06,1.2192999747639988e-06,1.2528149682111689e-06,1.2922712357976707e-06,1.3508365555026103e-06,1.2828438684664434e-06,1.4504769296763698e-06,1.5253647234203527e-06,1.4109153880781378e-06,1.4327683857118245e-06,1.4378115338331554e-06,1.3589252603196655e-06,1.3197288808441954e-06,1.805552642508701e-06,1.3637702522828477e-06,1.3584045746029005e-06
без оглядки,1.018129182739358e-06,1.1535698831721675e-06,1.0914382073679008e-06,1.2802649962395662e-06,1.2994584039915935e-06,1.34927176986821e-06,1.1771710433094995e-06,1.2549031680464395e-06,1.3374827858569915e-06,1.3775458000964136e-06,1.2985317425773246e-06,1.3733034620599938e-06,1.2789835182047682e-06,1.368204721075017e-06,1.2460060361263459e-06,1.4537257584379404e-06,1.3696161431653309e-06,1.2261193660378922e-06
без сомнения,2.7964824766968377e-06,2.9699822334805503e-06,2.7229925763094798e-06,3.760016170417657e-06,4.1359658098372165e-06,4.0868567339202855e-06,4.305029051465681e-06,4.493597771215718e-06,5.458313353301492e-06,5.795337528979871e-06,5.386625616665697e-06,5.582972335105296e-06,5.784683708043303e-06,4.928424004901899e-06,5.180618245503865e-06,6.618777206313098e-06,5.150257948116632e-06,5.215347755438415e-06
без страха и упрека,1.784268448545845e-07,1.845438220016149e-07,2.0228674202371622e-07,2.2180549308359332e-07,2.2939352106732258e-07,2.5751435828169633e-07,2.1980721953696047e-07,2.4079992044789833e-07,2.3661399950469786e-07,2.5905427492034505e-07,2.5940164505300345e-07,2.2859590842472244e-07,3.079188957144652e-07,3.0762177516407974e-07,2.644426331244176e-07,3.4036892770927807e-07,3.253040574691113e-07,2.814323352140491e-07
без тени сомнения,9.17717954962427e-08,1.0277778983436292e-07,8.491753789030554e-08,9.372186582368158e-08,1.1976692348980578e-07,1.1844572611607873e-07,1.2556053263779177e-07,1.0194104049787711e-07,1.5276634712790838e-07,1.258777473367445e-07,1.3673619037035678e-07,1.4734962405782426e-07,1.4823964988863736e-07,1.6381522982555907e-07,1.484804101892223e-07,1.855623708024723e-07,1.5568085132144915e-07,1.5070604320044367e-07
без утайки,2.7536307811715233e-07,2.6817897946784797e-07,3.1674863976149936e-07,3.238765486912598e-07,3.5857181046594633e-07,3.490303583930654e-07,3.867579323468817e-07,2.818369182477909e-07,3.8740878949283797e-07,4.1200573264177365e-07,3.6830675753662945e-07,3.2313022302332683e-07,3.0616189405918703e-07,3.093153111421998e-07,2.4574262624810217e-07,3.5288189792481717e-07,2.9814205504408164e-07,2.1000290928441245e-07
безбедность,1.6838861416346163e-09,8.494032144312769e-10,3.174487339663301e-09,1.6158941962274298e-09,3.090759426171985e-09,4.969750833083708e-09,0.0,6.45196429616135e-09,3.66639207882713e-09,1.1139623667943965e-09,2.3575206231640777e-09,2.3766069112696186e-09,3.3187981252069676e-09,1.0921015203280149e-09,3.8566341231671686e-09,5.606113906431176e-10,4.422751498367461e-09,1.7523958950604879e-09
безбедный,8.419430486128476e-09,6.795225715450215e-09,0.0,5.6556297423071555e-09,8.499588588506413e-09,7.454626249625562e-09,1.7937219709551755e-08,9.032750547532942e-09,8.554914998626373e-09,1.2253585701671454e-08,2.3575206231640777e-09,9.506427645078475e-09,6.637596250413935e-09,9.828913682952134e-09,7.713268246334337e-09,1.0091005364643024e-08,7.960952785879272e-09,6.133385799245161e-09
безбоязненность,1.7680804376141168e-08,3.227732037203168e-08,2.618951988608842e-08,1.6966888338743047e-08,2.781683505759247e-08,2.2363877860698267e-08,2.3916292946069007e-08,2.9679036117613578e-08,1.3443438362514826e-08,1.3367548845621968e-08,2.0038925185872358e-08,9.506427645078475e-09,1.4381458690593263e-08,2.7302537120021952e-08,2.6032280331378388e-08,2.130323295546077e-08,1.1499153629301873e-08,7.0095835802419515e-09
безбоязненный,1.4313032536961146e-08,3.227732037203168e-08,2.936400811393014e-08,4.443709045176547e-08,3.399835435402565e-08,1.242437619453085e-08,1.8933732803816383e-08,6.45196429616135e-09,1.3443438362514826e-08,3.119094671433231e-08,1.650264458419315e-08,1.0694731322757889e-08,1.770025725988944e-08,2.1842030406560298e-08,1.1569902369501506e-08,1.681834227440504e-08,1.5037354472724473e-08,6.133385799245161e-09
безвинность,9.261373890012692e-09,9.343435358744046e-09,4.761731009494952e-09,8.079471314204056e-09,1.545379646472611e-08,1.3252668296104275e-08,4.982561030431043e-09,9.032750547532942e-09,1.5887700044459052e-08,1.4481511101394062e-08,1.650264458419315e-08,1.7824552500655955e-08,1.4381458690593263e-08,1.528942128459221e-08,1.9283170615835843e-08,6.166725352585445e-09,7.960952785879272e-09,7.885781805327952e-09
безвинный,2.862606507392229e-08,3.9072546087481896e-08,3.253849456541502e-08,4.120530050499838e-08,3.5543735066312365e-08,5.0525798656053666e-08,4.982560852795359e-08,2.7098250754420405e-08,6.843931998901098e-08,5.012830683881475e-08,4.243537077286419e-08,5.5850261304613014e-08,4.6463174641075966e-08,5.897348387406964e-08,4.917208684673824e-08,5.1576247273033005e-08,4.334296477281896e-08,4.906708639396129e-08
безвозбранный,8.419430708173081e-10,1.6988064288625537e-09,0.0,8.079470981137149e-10,1.5453797130859925e-09,1.6565835370130344e-09,2.989536618258626e-09,2.580785807282382e-09,0.0,0.0,2.3575206231640777e-09,1.1883034556348093e-09,2.21253215748618e-09,1.0921015203280149e-09,0.0,0.0,0.0,0.0
безвредность,1.0945259987238387e-07,1.282598844909444e-07,1.2936035886923491e-07,1.5350994431173604e-07,1.6844639105784154e-07,1.3252667940832907e-07,1.6841056549310451e-07,1.0710260767154978e-07,1.1732454652246815e-07,9.02309551520375e-08,9.547958512712285e-08,1.0219410029321807e-07,9.624515229234021e-08,7.972341364848035e-08,9.255921895601205e-08,6.4470306426756e-08,7.695587100897683e-08,8.674359719407221e-08
безвредный,8.756207847682163e-08,1.3845271951140603e-07,1.055517060422062e-07,1.260397510804978e-07,1.8003673574185086e-07,1.341832671641896e-07,1.4947683268928813e-07,1.7936461915724067e-07,1.5032208011689363e-07,2.2502040053495875e-07,1.6620519716070703e-07,1.1288882717508386e-07,1.7036497013123153e-07,1.5071000802890921e-07,1.1666318044945001e-07,2.0182010018743313e-07,1.5833450106583769e-07,1.4106787205037108e-07
безгреховный,1.6838861416346163e-09,8.494032144312769e-10,0.0,0.0,3.090759426171985e-09,1.6565835370130344e-09,0.0,1.290392903641191e-09,1.2221307299498108e-09,5.56981172294968e-09,2.3575206231640777e-09,3.564910366904428e-09,3.3187981252069676e-09,3.2763045609840447e-09,9.641585307917921e-10,3.363668454881008e-09,1.769100532733603e-09,1.7523958950604879e-09
безгрешность,2.1890519619205406e-08,2.0385677146350645e-08,2.936400811393014e-08,3.3125832743508e-08,4.1725250810031866e-08,6.957650811045824e-08,7.473841634464407e-08,6.451964651432718e-08,9.043767335015218e-08,8.020528952101813e-08,6.718934031368917e-08,5.703856587047085e-08,8.518248506561577e-08,7.972341364848035e-08,9.641585307917921e-08,7.848559135936739e-08,7.43022212645883e-08,6.74672406830723e-08
безгрешный,4.378103923841081e-08,6.030762733644224e-08,1.1269430189031482e-07,9.695364866502132e-08,9.658623412178713e-08,1.0850622089719764e-07,1.195814718357724e-07,1.122641819506498e-07,1.6865404006694007e-07,1.4815699955761374e-07,1.3319991865046177e-07,1.3546659261010063e-07,1.216892684396953e-07,1.474337096851741e-07,1.4173130580275028e-07,1.5024384936168644e-07,1.7160274978778034e-07,9.638177544957216e-08
беззаботность,2.635281930452038e-07,2.718090286180086e-07,3.0395716521525173e-07,2.6985432555193256e-07,2.9903097242822696e-07,3.056396735701128e-07,2.7204782782064285e-07,3.1872704653324035e-07,3.3608594662837277e-07,3.45328345474627e-07,2.911538103944622e-07,3.1965362268238096e-07,3.1307328640650667e-07,3.0797264116699807e-07,2.9985329774717684e-07,3.711247416049446e-07,2.7863333684763347e-07,2.5497359956716537e-07
беззаботный,2.365860041209089e-07,2.310376743253073e-07,2.769740206076676e-07,3.005563087299379e-07,2.8744062774421764e-07,2.7582115080804215e-07,2.541106027820206e-07,2.5162660222122213e-07,2.859785865894082e-07,3.520121083511185e-07,2.911538103944622e-07,2.531086238377611e-07,2.964792997772747e-07,2.4899915729292843e-07,2.6128697072635987e-07,4.0700388126424514e-07,2.609423290778068e-07,2.961548943858361e-07
беззлобность,1.6838861416346163e-09,4.247016072156384e-09,7.936218793247463e-09,3.2317883924548596e-09,1.0817657880579645e-08,9.111209564593992e-09,4.982561030431043e-09,9.032750547532942e-09,8.554914998626373e-09,1.0025661190127266e-08,5.893801446887892e-09,3.564910366904428e-09,1.5487724880358655e-08,1.0921015203280149e-08,8.67742677712613e-09,7.287948022849378e-09,1.3268254051013173e-08,6.133385799245161e-09
беззлобный,2.525829145838543e-08,3.737374143497618e-08,4.1268336303801334e-08,4.201324799169015e-08,4.1725250810031866e-08,4.638433992454338e-08,3.7867465607632766e-08,4.0002181123099945e-08,5.132948999175824e-08,5.6812080373447316e-08,5.186545237734208e-08,4.99087455807512e-08,4.314437873631505e-08,5.132877234359512e-08,6.267030272510965e-08,5.886419529588238e-08,5.749576814650936e-08,3.942890813846134e-08
