word,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
внутреннее опустошение,4.76132111515426e-09,2.4016029165352393e-09,7.47048700677766e-10,6.096499749475015e-09,2.915218066945613e-09,5.465799812753858e-09,9.387328692156416e-10,8.503699966411205e-09,3.459007080763854e-09,4.193442482147702e-09,8.901674064532017e-09,6.731879942378782e-09,1.2539054239368852e-08,1.0310510223376923e-09,1.1832051782789677e-08,6.857196588327952e-09,6.6810543764006525e-09,6.614264691506833e-09
внутренняя пустота,1.428396334546278e-08,2.0813892831483827e-08,1.1952779210844255e-08,1.3717124325296481e-08,9.474458551039788e-09,2.342485672102157e-08,2.5345787690866928e-08,2.06518429024527e-08,1.7295034737685455e-08,1.7822131326283852e-08,1.557793005702024e-08,2.3561579354236528e-08,2.5078108478737704e-08,3.2993632714806154e-08,2.0023472657726415e-08,2.584635616642572e-08,2.9229612508174796e-08,3.5551671828670806e-08
возмутиться,1.9701468545463285e-07,1.8686870362216723e-07,2.563398595611943e-07,2.7954970960308856e-07,3.144847653402394e-07,3.3462987403254374e-07,2.949676058960904e-07,3.10984688667304e-07,3.59306426389594e-07,3.1525135568699625e-07,3.4184049013674667e-07,3.4104309065696725e-07,3.3519862085995555e-07,3.2326204291166505e-07,2.9985329774717684e-07,6.430212806662894e-07,3.078234840359073e-07,3.3120281273113505e-07
возмущаться,4.209715314118512e-07,4.7226819788193097e-07,5.166477876628051e-07,5.348609874999966e-07,6.961935810068098e-07,7.471192020602757e-07,7.7329349323918e-07,7.458471031895897e-07,7.418333325404092e-07,7.786596825098968e-07,7.82696872647648e-07,6.583201184184873e-07,8.086805109996931e-07,7.721157544438029e-07,7.780759574416152e-07,1.2204510539959301e-06,8.606673986832902e-07,7.500254355363722e-07
возмущение,5.820352271257434e-06,6.093618594604777e-06,5.995019364490872e-06,6.085457698645769e-06,5.913395398238208e-06,6.216329893504735e-06,6.33084209766821e-06,6.864890110591659e-06,5.590025921264896e-06,5.419426997832488e-06,5.615614099951927e-06,5.2760674407181796e-06,5.244807653070893e-06,5.196218808123376e-06,5.139929271535948e-06,4.609907591657247e-06,4.599661224347074e-06,4.67101108370116e-06
вознегодовать,8.419430486128476e-09,1.5289257859762984e-08,2.4602277548524398e-08,2.2622518969228622e-08,2.0089936825229415e-08,2.5677044490635126e-08,1.9930244121724172e-08,1.8065501095065883e-08,1.2221307521542712e-08,2.0051322380254533e-08,2.1217685386432095e-08,1.0694731322757889e-08,1.8806522561476413e-08,1.8565724957397833e-08,3.8566341231671686e-09,1.0651616477730386e-08,2.1229206836892445e-08,1.3142969379487113e-08
возненавидеть,1.8522747780025384e-07,1.9451333344022714e-07,1.8491388686925347e-07,1.8017220781985088e-07,2.457153698287584e-07,2.940435877007985e-07,2.820129623160028e-07,2.942095704838721e-07,3.8497117316182994e-07,3.34188712258765e-07,2.5696974148559093e-07,2.6023846544376283e-07,2.8762917736457894e-07,2.4026232381402224e-07,2.4200377879424195e-07,4.0251899235954625e-07,2.8040244615112897e-07,2.488402230937936e-07
волновать,1.4127804206509609e-06,1.4244492376747075e-06,1.3705848687095568e-06,1.4704637578688562e-06,1.4379758113136631e-06,1.363368255624664e-06,1.4449426544160815e-06,1.283940946450457e-06,1.3920068795414409e-06,1.4102763543633046e-06,1.357931864731654e-06,1.3724904874834465e-06,1.4481023526968784e-06,1.4885343944115448e-06,1.3083631529298145e-06,1.5904545307421358e-06,1.4683533891002298e-06,1.4062976561035612e-06
волноваться,1.6687312154317624e-06,1.7879937104225974e-06,1.6800973980934941e-06,1.876053147498169e-06,1.985813014471205e-06,1.8562018340162467e-06,2.009965101024136e-06,1.8801024452841375e-06,2.0470690742513398e-06,2.2735971469955985e-06,2.0168588434898993e-06,1.9226749827794265e-06,1.9470282950351248e-06,2.1241373815428233e-06,1.9379585864953697e-06,3.694989572977647e-06,2.214913820353104e-06,2.205390273957164e-06
вонючий,2.9047035354778927e-07,2.6331500180276635e-07,2.7221227583140717e-07,3.336821521315869e-07,3.8866301110829227e-07,3.9095371562325454e-07,4.035874496821634e-07,4.142161174058856e-07,5.279604806673888e-07,5.090807917440543e-07,3.8309710248540796e-07,4.5036699702905025e-07,4.591004199028248e-07,4.6305103751365095e-07,3.953049940719211e-07,8.470838110952172e-07,4.6261979491646343e-07,5.388617410062579e-07
вонять,5.80940735517288e-08,5.691001447871713e-08,4.3649201586504205e-08,5.251656176596953e-08,8.035974730091766e-08,8.11725939797725e-08,8.171399912271227e-08,8.64563247660044e-08,9.654832666683433e-08,9.134491563145275e-08,1.0844594555692311e-07,1.0219410029321807e-07,9.292634928215193e-08,9.173652415483957e-08,1.0220080071121629e-07,1.7435014854072506e-07,1.1410698164127098e-07,1.1565813196057206e-07
всполошить,2.2732463023089622e-08,2.0385677146350645e-08,2.3015033434603538e-08,3.070199028343268e-08,2.6271454345305756e-08,2.1535585759124842e-08,2.98953679589431e-08,1.935589288848405e-08,2.933113663061704e-08,1.5595473357166156e-08,3.182652719146972e-08,1.7824552500655955e-08,2.655038500165574e-08,2.4026233447216327e-08,6.749109715542545e-09,3.027301431757223e-08,1.5921905571758543e-08,2.1028750296636645e-08
всполошиться,1.515497594084536e-08,1.1891645002037876e-08,1.1110705244732344e-08,1.3735101056511212e-08,1.236303770468794e-08,9.939501666167416e-09,1.0961634266948295e-08,3.871178932968178e-09,6.110653760771356e-09,1.113962344589936e-08,1.0608842693216047e-08,8.31812396739906e-09,1.9912789639420225e-08,1.528942128459221e-08,1.1569902369501506e-08,1.5136507158786117e-08,5.307301709223111e-09,1.3142969379487113e-08
встревоженность,4.041326917558763e-08,2.2933885901466056e-08,3.9681090413523634e-08,2.7470202113022424e-08,5.177022188718183e-08,3.8101422461522816e-08,3.587443941910351e-08,2.4517465391227233e-08,3.5441789947299185e-08,4.901434280668582e-08,4.597165315090024e-08,3.089589029059425e-08,4.2038109882014396e-08,2.8394639528528387e-08,3.567386386293947e-08,2.6348734749603864e-08,2.1229206836892445e-08,2.7162135651792596e-08
встревоженный,5.809407070955785e-07,6.158173277981405e-07,6.190250587678747e-07,6.269669370340125e-07,6.784217134736537e-07,6.410978130588774e-07,5.929247777203273e-07,6.039038566996169e-07,7.503882670789608e-07,7.730898801128205e-07,6.164916612760862e-07,6.892159944982268e-07,6.383155550793163e-07,5.897348387406964e-07,5.524628363673401e-07,9.648122158978367e-07,5.731885721615981e-07,5.695286517948261e-07
встревожить,1.330270009702872e-07,1.2571167928854265e-07,1.2936035886923491e-07,1.308874288952211e-07,1.2826652096009639e-07,1.0850622089719764e-07,1.0961634444583979e-07,1.4452400876052707e-07,1.51544213622401e-07,1.5595473712437524e-07,1.1433974833607863e-07,1.6398587376897922e-07,1.316456632594054e-07,1.3760478623225936e-07,1.1280654632628284e-07,1.67062196965162e-07,1.0349238266371685e-07,1.2091531687019597e-07
встревожиться,3.5361608752282336e-08,4.671717590554181e-08,3.253849456541502e-08,4.120530050499838e-08,4.4816012234605296e-08,2.8990211120571985e-08,4.88290972100458e-08,2.838864432419541e-08,4.2774576769488704e-08,5.569811989403206e-08,2.8290248366147352e-08,4.159062072517372e-08,3.3187983916604935e-08,5.4605074240043905e-08,3.085307298533735e-08,6.390969531366864e-08,3.715111063229415e-08,4.29336992624485e-08
втрескаться,3.3677722832692325e-09,5.096419286587661e-09,2.380865504747476e-09,8.88741791271741e-09,1.6999177177012825e-08,2.484875416541854e-09,2.989536618258626e-09,5.161571614564764e-09,2.4442614598996215e-09,7.797736678583078e-09,9.430082492656311e-09,1.1883034556348093e-09,8.85012862994472e-09,1.0921015203280149e-08,1.9283170615835843e-09,2.4106290297254418e-08,1.2383703840157523e-08,2.8038334320967806e-08
втюриться,5.893601606743459e-09,1.10422417876066e-08,1.1904327301692774e-08,8.88741791271741e-09,1.6999177177012825e-08,1.573754282446771e-08,1.9930244121724172e-08,5.161571614564764e-09,1.2221307521542712e-08,1.7823397868710344e-08,2.3575206231640777e-09,2.3766069112696186e-09,1.2168927199240898e-08,1.4197319764264194e-08,5.784951184750753e-09,1.7378953387492402e-08,1.2383703840157523e-08,1.4895364941480693e-08
выбиться из сил,1.4313032536961146e-08,1.1891645002037876e-08,7.142596736287032e-09,1.2927153569819438e-08,6.954208764398118e-09,5.798042490567923e-09,3.9860488243448344e-09,1.29039285923227e-08,4.888522919799243e-09,7.797736678583078e-09,8.251322292096575e-09,7.129820733808856e-09,1.1062661009475505e-08,5.4605076016400744e-09,6.749109715542545e-09,3.307607343572272e-08,1.3268254051013173e-08,8.761979586324742e-09
вызывать только жалость,1.6838861416346163e-09,0.0,7.936218349158253e-10,0.0,0.0,8.282917685065172e-10,0.0,0.0,0.0,0.0,0.0,1.1883034556348093e-09,1.10626607874309e-09,1.0921015203280149e-09,0.0,1.1212227812862352e-09,0.0,2.6285937870795806e-09
выйти из себя,4.5464926046179244e-08,4.247016249792068e-08,3.174487517298985e-08,4.2821195478381924e-08,4.8679460462608404e-08,7.951601332933933e-08,6.278026631889588e-08,8.258514583303622e-08,1.1243602671129338e-07,1.08054351244391e-07,6.836809518517839e-08,5.9415171449472837e-08,7.96511585576809e-08,6.224978932323211e-08,6.941941421700903e-08,1.0315249454606601e-07,7.076402397387938e-08,7.973401494609789e-08
выматывание,8.419430708173081e-10,1.6988064288625537e-09,5.555352622366172e-09,8.079471314204056e-09,1.0044968412614708e-08,4.969750833083708e-09,4.982561030431043e-09,1.290392903641191e-09,3.66639207882713e-09,1.1139623667943965e-09,1.1787603115820389e-09,2.3766069112696186e-09,5.5313305047377526e-09,6.552609121968089e-09,3.8566341231671686e-09,6.727336909762016e-09,1.769100532733603e-09,7.0095835802419515e-09
выматывать,2.525829145838543e-08,2.3783290004075752e-08,1.2697949358653204e-08,2.5854307139638877e-08,2.9362213993522346e-08,2.0707293657551418e-08,1.7937219709551755e-08,2.0646286458259056e-08,3.788605340560025e-08,2.227924689179872e-08,2.7111486389230777e-08,2.1389462645515778e-08,1.770025725988944e-08,1.2013116723608164e-08,1.735485355425226e-08,2.859118097831015e-08,2.2998307258603745e-08,1.6647760503474274e-08
